date,avg_temp_c,max_temp_c,min_temp_c,rain_mm,humidity,weather_condition,rain_severity,heat_severity
2025-04-28,17.4,23.5,13.3,19.0,73.0,曇後一時雨,0.38,0.0
2025-04-29,17.1,23.1,12.7,1.5,57.0,晴,0.3,0.0
2025-04-30,17.4,24.2,11.1,0.0,48.0,快晴,0.0,0.0
2025-05-01,18.2,23.8,12.9,0.0,71.0,晴後薄曇,0.3,0.0
2025-05-02,16.2,18.7,14.0,50.5,90.0,大雨時々曇,1.0,0.0
2025-05-03,18.2,24.6,13.6,0.0,61.0,薄曇時々晴,0.0,0.0
2025-05-04,18.5,25.9,13.7,0.0,73.0,薄曇後晴,0.3,0.0
2025-05-05,17.7,23.9,11.6,0.0,58.0,晴時々薄曇,0.3,0.0
2025-05-06,14.8,18.1,12.9,24.5,88.0,雨,0.7,0.0
2025-05-07,17.9,23.0,12.9,3.5,65.0,晴後時々薄曇,0.3,0.0
2025-05-08,18.0,22.7,14.3,0.0,56.0,晴一時薄曇,0.0,0.0
2025-05-09,18.1,23.2,14.6,3.0,77.0,曇,0.3,0.0
2025-05-10,18.8,21.9,15.5,14.0,96.0,雨後曇,0.3,0.0
2025-05-11,20.5,26.7,15.6,1.0,71.0,薄曇,0.3,0.0
2025-05-12,16.8,20.3,15.3,6.5,90.0,曇時々雨,0.3,0.0
2025-05-13,19.8,25.6,15.2,0.0,70.0,晴時々薄曇,0.0,0.0
2025-05-14,20.6,26.3,15.8,0.0,73.0,薄曇後一時晴,0.0,0.0
2025-05-15,21.1,26.8,16.6,0.0,74.0,薄曇,0.0,0.0
2025-05-16,21.4,25.4,17.5,0.0,72.0,薄曇,0.3,0.0
2025-05-17,21.3,24.1,18.8,28.0,94.0,雨後一時曇,0.7,0.0
2025-05-18,24.2,27.1,21.9,0.0,81.0,曇,0.0,0.0
2025-05-19,19.2,22.8,17.3,0.0,82.0,曇一時雨,0.3,0.0
2025-05-20,23.9,31.1,16.1,0.0,69.0,晴一時薄曇,0.0,0.5
2025-05-21,24.7,29.7,19.8,0.0,74.0,薄曇,0.3,0.0
2025-05-22,23.0,27.9,16.9,0.0,79.0,薄曇,0.0,0.0
2025-05-23,18.9,23.6,16.6,0.0,65.0,曇,0.0,0.0
2025-05-24,17.7,20.9,15.2,6.5,77.0,曇後一時雨,0.3,0.0
2025-05-25,17.7,20.8,14.6,22.0,91.0,曇一時雨,0.7,0.0
2025-05-26,19.1,22.7,16.8,0.0,56.0,曇,0.0,0.0
2025-05-27,17.9,20.3,15.5,0.0,72.0,曇,0.3,0.0
2025-05-28,19.5,25.1,15.8,0.5,70.0,晴時々曇,0.3,0.0
2025-05-29,19.5,24.1,15.5,2.5,69.0,薄曇,0.3,0.0
2025-05-30,15.1,16.5,13.9,30.0,95.0,雨,0.7,0.0
2025-05-31,15.9,17.1,14.5,13.5,84.0,雨時々曇、雷を伴う,0.3,0.0
2025-06-01,18.6,24.8,15.0,0.5,76.0,晴時々曇後一時雨,0.3,0.0
2025-06-02,20.1,25.0,15.1,0.0,81.0,曇,0.3,0.0
2025-06-03,18.9,21.2,17.7,31.0,96.0,雨,0.7,0.0
2025-06-04,22.3,28.4,16.7,0.5,83.0,曇時々晴,0.3,0.0
2025-06-05,22.8,28.9,17.0,5.0,70.0,晴,0.3,0.0
2025-06-06,23.4,28.8,18.4,0.0,64.0,薄曇一時晴,0.0,0.0
2025-06-07,23.6,29.6,20.1,0.0,69.0,薄曇一時晴,0.3,0.0
2025-06-08,23.2,28.6,19.7,0.0,78.0,曇一時雨,0.3,0.0
2025-06-09,21.9,25.9,19.3,0.5,82.0,曇後一時雨,0.3,0.0
2025-06-10,20.4,21.6,19.2,11.0,99.0,雨後一時曇,0.3,0.0
2025-06-11,20.8,23.1,19.7,11.5,100.0,雨一時曇,0.3,0.0
2025-06-12,22.9,27.8,19.1,0.0,74.0,曇一時晴,0.0,0.0
2025-06-13,22.5,26.4,19.4,0.0,76.0,曇,0.3,0.0
2025-06-14,22.3,25.6,20.8,9.0,85.0,曇時々雨,0.3,0.0
2025-06-15,24.9,29.2,21.7,7.0,93.0,曇時々雨後一時晴,0.3,0.0
2025-06-16,26.5,31.6,23.2,0.0,84.0,曇一時晴,0.0,0.5
2025-06-17,29.0,34.8,23.6,0.0,74.0,晴,0.0,0.9599999999999994
2025-06-18,28.8,34.4,24.4,0.0,68.0,晴,0.0,0.8799999999999997
2025-06-19,27.8,33.5,23.9,0.0,75.0,晴一時曇,0.0,0.7
2025-06-20,26.5,31.4,23.3,0.0,74.0,晴時々曇,0.0,0.5
2025-06-21,26.5,31.4,22.5,0.0,73.0,晴後薄曇,0.0,0.5
2025-06-22,28.2,33.1,24.1,0.0,67.0,晴,0.0,0.6200000000000003
2025-06-23,27.9,31.9,25.6,0.0,74.0,薄曇,0.0,0.5
2025-06-24,26.9,29.2,24.9,0.0,83.0,曇一時雨,0.3,0.0
2025-06-25,26.2,29.4,24.5,14.5,93.0,曇時々雨,0.3,0.0
2025-06-26,27.1,32.9,23.8,9.0,87.0,曇時々雨,0.3,0.5799999999999997
2025-06-27,27.1,32.2,23.5,0.5,79.0,晴時々薄曇,0.3,0.5
2025-06-28,28.2,33.8,23.6,0.0,61.0,晴時々薄曇,0.0,0.7599999999999995
2025-06-29,27.6,32.6,23.0,0.0,67.0,晴後薄曇,0.0,0.5200000000000002
2025-06-30,28.3,33.2,23.9,0.0,74.0,晴後薄曇,0.0,0.6400000000000006
2025-07-01,28.2,33.5,25.3,0.5,82.0,曇,0.3,0.7
2025-07-02,28.0,33.0,25.1,0.0,84.0,曇一時雨,0.3,0.6
2025-07-03,28.5,33.4,25.4,0.0,75.0,晴時々曇,0.0,0.6799999999999997
2025-07-04,28.3,33.4,25.3,0.0,77.0,薄曇時々晴,0.3,0.6799999999999997
2025-07-05,29.0,34.4,24.7,0.0,76.0,曇時々晴,0.3,0.8799999999999997
2025-07-06,29.7,34.9,26.3,0.0,77.0,曇時々晴,0.0,0.9799999999999998
2025-07-07,30.0,35.6,26.7,0.0,75.0,曇時々晴,0.0,1.0
2025-07-08,30.3,35.8,26.4,0.0,72.0,晴,0.0,1.0
2025-07-09,29.9,34.7,27.1,0.0,73.0,晴一時曇,0.0,0.9400000000000006
2025-07-10,28.3,35.7,22.3,24.0,78.0,晴後時々曇、雷を伴う,0.7,1.0
2025-07-11,23.2,25.1,21.6,0.0,82.0,曇後一時雨,0.3,0.0
2025-07-12,23.6,26.6,20.7,0.0,74.0,曇,0.0,0.0
2025-07-13,26.8,32.3,22.2,0.0,74.0,晴時々曇,0.3,0.5
2025-07-14,26.9,29.9,24.9,5.0,86.0,曇時々雨後一時晴,0.3,0.0
2025-07-15,26.9,30.6,25.2,25.5,92.0,曇時々雨,0.7,0.5
2025-07-16,26.3,27.8,24.4,16.5,92.0,雨時々曇,0.33,0.0
2025-07-17,27.3,31.5,23.8,3.0,81.0,薄曇一時雨,0.3,0.5
2025-07-18,27.7,32.1,24.8,0.0,76.0,薄曇一時晴,0.0,0.5
2025-07-19,28.3,33.1,24.3,0.0,74.0,晴時々薄曇,0.0,0.6200000000000003
2025-07-20,28.7,32.9,25.2,0.0,76.0,晴,0.0,0.5799999999999997
2025-07-21,29.7,34.3,25.7,0.0,76.0,晴,0.0,0.8599999999999994
2025-07-22,29.5,34.3,26.0,0.0,78.0,晴,0.0,0.8599999999999994
2025-07-23,29.4,34.3,25.9,0.0,75.0,晴一時曇,0.0,0.8599999999999994
2025-07-24,29.8,34.8,25.5,0.0,74.0,晴,0.0,0.9599999999999994
2025-07-25,30.2,35.1,26.1,0.0,73.0,晴,0.0,1.0
2025-07-26,30.3,35.5,26.7,0.0,70.0,晴,0.0,1.0
2025-07-27,29.4,34.1,26.3,0.0,74.0,薄曇一時晴,0.0,0.8200000000000003
2025-07-28,30.1,35.4,25.4,0.0,72.0,晴時々薄曇,0.0,1.0
2025-07-29,30.0,36.4,25.0,0.0,69.0,晴,0.0,1.0
2025-07-30,29.2,34.8,25.4,0.0,69.0,晴,0.0,0.9599999999999994
2025-07-31,27.9,33.4,24.7,0.0,68.0,晴一時曇,0.0,0.6799999999999997
2025-08-01,26.4,30.1,23.8,6.0,83.0,曇時々雨,0.3,0.5
2025-08-02,28.9,35.1,24.9,20.5,84.0,晴時々曇一時雨,0.7,1.0
2025-08-03,30.4,36.1,26.2,0.0,77.0,晴時々曇,0.0,1.0
2025-08-04,31.3,36.1,27.7,0.0,66.0,晴,0.0,1.0
2025-08-05,32.1,36.6,28.3,0.0,67.0,晴,0.0,1.0
2025-08-06,32.3,37.0,28.1,0.0,68.0,晴時々薄曇,0.0,1.0
2025-08-07,29.5,32.8,27.3,0.0,76.0,曇一時雨,0.3,0.5599999999999994
2025-08-08,28.6,35.0,24.5,3.0,71.0,晴後一時雨、雷を伴う,0.3,1.0
2025-08-09,28.4,32.6,25.0,0.0,70.0,曇時々晴,0.3,0.5200000000000002
2025-08-10,26.3,27.7,24.5,25.5,90.0,雨,0.7,0.0
2025-08-11,27.1,29.3,25.6,11.5,90.0,雨時々曇,0.3,0.0
2025-08-12,28.2,31.1,26.1,1.0,83.0,曇後時々雨,0.3,0.5
2025-08-13,27.9,31.4,25.3,0.0,76.0,曇後一時晴,0.0,0.5
2025-08-14,27.8,32.5,24.7,0.0,71.0,晴時々曇,0.0,0.5
2025-08-15,28.7,33.6,24.7,0.0,73.0,晴,0.0,0.7200000000000003
2025-08-16,28.8,33.2,26.7,1.0,80.0,晴時々曇一時雨,0.3,0.6400000000000006
2025-08-17,29.8,34.8,26.6,0.0,77.0,晴,0.0,0.9599999999999994
2025-08-18,31.0,37.0,26.7,0.0,68.0,薄曇後一時雨、雷を伴う,0.3,1.0
2025-08-19,29.9,35.0,26.5,0.0,76.0,晴,0.0,1.0
2025-08-20,30.4,35.1,26.3,0.0,72.0,晴一時薄曇,0.0,1.0
2025-08-21,31.3,36.8,27.2,0.0,63.0,晴時々薄曇,0.0,1.0
2025-08-22,30.3,35.2,27.3,0.0,71.0,薄曇,0.0,1.0
2025-08-23,30.4,35.8,26.7,0.0,73.0,薄曇時々晴,0.0,1.0
2025-08-24,31.3,37.3,27.0,0.0,70.0,晴一時薄曇,0.0,1.0
2025-08-25,30.6,36.3,27.6,0.0,71.0,曇後晴,0.0,1.0
2025-08-26,30.1,35.1,26.9,0.0,75.0,晴,0.0,1.0
2025-08-27,30.7,36.0,26.8,0.0,67.0,晴後一時薄曇,0.0,1.0
2025-08-28,28.9,33.9,25.6,0.0,63.0,曇時々晴,0.0,0.7799999999999997
2025-08-29,28.7,34.1,24.9,0.0,76.0,薄曇時々晴,0.0,0.8200000000000003
2025-08-30,31.6,38.5,26.7,0.0,67.0,晴,0.0,1.0
2025-08-31,30.9,36.8,27.3,0.0,73.0,晴,0.0,1.0
2025-09-01,30.4,36.4,27.1,0.0,72.0,晴,0.0,1.0
2025-09-02,31.2,37.0,27.4,0.0,63.0,晴後一時薄曇,0.0,1.0
2025-09-03,30.3,37.0,25.5,0.0,69.0,曇時々晴,0.3,1.0
2025-09-04,26.8,28.7,25.1,6.5,89.0,曇時々雨,0.3,0.0
2025-09-05,24.7,26.7,23.3,95.0,99.0,大雨後一時曇,1.0,0.0
2025-09-06,27.1,32.5,22.0,0.0,75.0,晴後一時曇,0.0,0.5
2025-09-07,27.4,31.7,24.8,0.0,80.0,晴,0.0,0.5
2025-09-08,29.6,35.0,24.8,0.0,78.0,晴,0.3,1.0
2025-09-09,29.3,33.4,27.0,0.0,80.0,晴時々曇,0.0,0.6799999999999997
2025-09-10,28.3,31.6,26.5,0.5,85.0,曇時々晴一時雨,0.3,0.5
2025-09-11,27.2,34.4,23.7,37.5,85.0,晴後大雨、雷を伴う,0.75,0.8799999999999997
2025-09-12,24.7,27.6,22.7,1.5,89.0,曇後一時雨,0.3,0.0
2025-09-13,26.3,30.2,23.2,12.5,89.0,曇時々雨,0.3,0.5
2025-09-14,28.6,32.1,26.6,0.0,80.0,曇,0.0,0.5
2025-09-15,27.4,30.5,25.3,0.0,79.0,曇,0.0,0.5
2025-09-16,28.5,33.3,26.0,0.0,82.0,晴一時曇,0.0,0.6599999999999995
2025-09-17,29.2,34.3,25.2,0.0,80.0,晴,0.0,0.8599999999999994
2025-09-18,28.3,34.1,23.4,0.5,76.0,曇一時晴,0.3,0.8200000000000003
2025-09-19,22.4,26.3,18.6,41.5,81.0,曇,0.83,0.0
2025-09-20,23.8,27.2,20.6,1.0,87.0,曇後一時雨,0.3,0.0
2025-09-21,25.7,31.1,18.6,6.5,72.0,曇時々晴,0.3,0.5
2025-09-22,21.9,26.8,18.1,0.0,65.0,薄曇一時晴,0.0,0.0
2025-09-23,22.0,26.2,18.8,0.0,64.0,曇時々晴,0.0,0.0
2025-09-24,22.5,27.5,17.9,0.0,64.0,晴一時薄曇,0.0,0.0
2025-09-25,23.8,28.9,19.0,0.0,72.0,薄曇時々晴,0.0,0.0
2025-09-26,26.3,31.7,21.4,0.0,72.0,晴一時薄曇,0.3,0.5
2025-09-27,24.6,28.1,22.0,0.5,69.0,晴時々曇,0.3,0.0
2025-09-28,24.8,28.8,20.3,0.0,73.0,薄曇一時晴,0.0,0.0
2025-09-29,27.0,30.9,23.8,0.0,70.0,曇,0.0,0.5
2025-09-30,24.3,28.4,22.3,0.0,66.0,曇後晴,0.3,0.0
2025-10-01,20.5,23.6,18.3,4.5,93.0,雨,0.3,0.0
2025-10-02,22.0,27.5,17.3,0.0,75.0,薄曇一時晴,0.0,0.0
2025-10-03,22.8,26.3,19.3,0.0,69.0,曇,0.3,0.0
2025-10-04,21.4,25.1,20.3,6.5,88.0,雨時々曇,0.3,0.0
2025-10-05,23.7,28.8,19.3,0.0,85.0,晴時々曇,0.0,0.0
2025-10-06,24.3,29.3,21.7,0.0,77.0,曇一時晴,0.0,0.0
2025-10-07,21.8,25.0,20.0,0.0,70.0,曇,0.3,0.0
2025-10-08,23.7,28.4,19.6,0.0,70.0,晴後薄曇,0.3,0.0
2025-10-09,21.3,24.6,17.7,0.0,64.0,曇,0.0,0.0
2025-10-10,20.2,24.7,17.2,0.0,62.0,曇時々晴,0.3,0.0
2025-10-11,17.6,20.5,15.9,8.5,91.0,雨一時曇,0.3,0.0
2025-10-12,19.9,23.8,15.9,0.0,87.0,曇,0.0,0.0
2025-10-13,21.4,25.2,18.7,0.0,84.0,曇後一時晴,0.0,0.0
2025-10-14,18.9,21.3,15.7,0.0,76.0,曇,0.3,0.0
2025-10-15,17.5,20.3,15.2,3.0,89.0,曇時々雨,0.3,0.0
2025-10-16,18.1,20.7,15.8,8.0,96.0,曇時々雨,0.3,0.0
2025-10-17,19.8,25.1,16.3,0.0,80.0,晴,0.0,0.0
2025-10-18,21.0,25.9,15.5,0.0,81.0,曇一時晴,0.0,0.0
2025-10-19,20.1,24.5,15.8,1.0,75.0,曇時々雨,0.3,0.0
2025-10-20,17.2,19.7,15.1,4.5,90.0,曇時々雨,0.3,0.0
2025-10-21,15.6,17.2,13.9,0.0,66.0,曇一時雨,0.3,0.0
2025-10-22,12.3,15.4,10.4,8.5,87.0,雨一時曇,0.3,0.0
2025-10-23,14.3,17.9,11.5,0.0,71.0,薄曇後一時晴,0.0,0.0
2025-10-24,13.6,16.9,12.0,2.0,76.0,曇時々雨,0.3,0.0
2025-10-25,12.8,13.6,12.0,11.0,97.0,雨,0.3,0.0
2025-10-26,15.1,16.3,13.4,12.0,100.0,雨時々曇,0.3,0.0
2025-10-27,18.0,23.9,14.6,0.0,75.0,曇後一時晴,0.0,0.0
2025-10-28,16.5,21.4,13.7,0.0,48.0,晴時々曇,0.0,0.0
2025-10-29,14.0,16.8,12.0,0.0,51.0,曇,0.0,0.0
2025-10-30,14.3,19.1,9.7,0.0,63.0,晴,0.0,0.0
2025-10-31,14.5,17.1,12.7,37.0,79.0,曇後一時雨,0.74,0.0
2025-11-01,16.3,21.7,12.4,0.5,85.0,曇時々晴,0.3,0.0
2025-11-02,15.2,19.1,12.0,0.0,77.0,曇,0.0,0.0
2025-11-03,14.0,19.4,10.6,0.0,64.0,晴,0.0,0.0
2025-11-04,12.6,17.5,8.2,0.0,57.0,薄曇時々晴,0.0,0.0
2025-11-05,12.9,15.9,9.0,0.0,64.0,薄曇,0.3,0.0
2025-11-06,15.1,19.2,11.0,1.5,71.0,曇,0.3,0.0
2025-11-07,15.7,21.7,10.4,0.0,49.0,晴後一時薄曇,0.0,0.0
2025-11-08,14.1,17.5,11.4,0.0,54.0,曇,0.3,0.0
2025-11-09,12.0,13.7,10.0,12.5,91.0,雨後時々曇,0.3,0.0
2025-11-10,13.9,20.7,10.3,2.0,70.0,晴後一時雨,0.3,0.0
2025-11-11,12.7,15.8,9.7,0.0,50.0,曇後一時晴,0.0,0.0
2025-11-12,11.7,14.7,8.1,0.0,56.0,薄曇時々晴,0.0,0.0
2025-11-13,11.1,13.1,9.4,0.0,65.0,曇,0.0,0.0
2025-11-14,14.2,20.2,8.0,0.0,62.0,快晴,0.0,0.0
2025-11-15,14.1,18.3,11.6,0.0,60.0,晴一時曇,0.0,0.0
2025-11-16,13.3,17.9,9.5,0.0,66.0,晴時々薄曇,0.0,0.0
2025-11-17,16.0,22.4,9.8,0.0,61.0,快晴,0.0,0.0
2025-11-18,12.5,16.3,7.0,0.0,49.0,曇後時々雨,0.3,0.0
2025-11-19,9.2,14.3,5.1,0.0,51.0,晴,0.3,0.0
2025-11-20,9.8,14.8,7.2,0.0,59.0,晴一時曇,0.0,0.0
2025-11-21,10.7,17.3,5.1,0.0,71.0,晴,0.0,0.0
2025-11-22,12.4,17.2,7.4,0.0,63.0,晴後一時曇,0.0,0.0
2025-11-23,12.1,15.6,10.3,0.0,70.0,曇後一時晴,0.0,0.0
2025-11-24,12.4,18.8,7.6,0.0,71.0,晴一時薄曇,0.0,0.0
2025-11-25,10.4,12.6,8.0,0.5,80.0,曇時々雨,0.3,0.0
2025-11-26,12.1,18.6,6.2,0.0,68.0,快晴,0.0,0.0
2025-11-27,11.9,16.2,7.3,0.0,76.0,曇時々晴一時雨,0.3,0.0
2025-11-28,14.0,19.8,8.4,0.0,57.0,快晴,0.0,0.0
2025-11-29,11.6,15.3,9.0,0.0,49.0,晴後時々曇,0.0,0.0
2025-11-30,10.9,16.3,7.1,0.0,61.0,快晴,0.0,0.0
2025-12-01,13.3,20.0,6.4,0.0,63.0,晴時々曇,0.0,0.0
2025-12-02,13.5,18.0,9.5,0.0,73.0,曇時々晴,0.0,0.0
2025-12-03,11.2,12.8,8.3,0.0,76.0,曇一時雨時々晴,0.3,0.0
2025-12-04,7.1,10.7,4.0,0.0,33.0,快晴,0.0,0.0
2025-12-05,7.0,12.0,1.2,0.0,45.0,快晴,0.0,0.0
2025-12-06,7.0,11.5,2.6,0.0,52.0,晴後一時曇,0.0,0.0
2025-12-07,8.5,15.9,2.5,0.0,55.0,快晴,0.0,0.0
2025-12-08,11.2,17.6,4.2,0.0,53.0,晴後一時薄曇,0.0,0.0
2025-12-09,10.1,14.3,6.7,0.0,43.0,晴一時曇,0.0,0.0
2025-12-10,8.8,14.3,4.0,0.0,50.0,晴,0.0,0.0
2025-12-11,10.4,15.5,5.5,0.0,56.0,曇後晴,0.0,0.0
2025-12-12,7.2,10.9,3.9,0.0,38.0,快晴,0.0,0.0
2025-12-13,5.7,8.9,2.9,2.0,52.0,曇時々晴,0.3,0.0
2025-12-14,4.8,7.6,2.7,9.5,95.0,雨時々曇,0.3,0.0
2025-12-15,8.4,13.2,3.9,0.0,56.0,快晴,0.0,0.0
2025-12-16,8.0,12.5,3.3,0.0,51.0,晴,0.0,0.0
2025-12-17,8.8,14.1,3.5,0.0,60.0,晴,0.0,0.0
2025-12-18,9.4,13.2,5.7,0.0,44.0,晴,0.0,0.0
2025-12-19,7.4,12.1,2.8,0.0,53.0,晴一時曇,0.0,0.0
2025-12-20,8.5,12.0,4.7,9.0,73.0,曇時々雨,0.3,0.0
2025-12-21,12.3,18.4,8.3,3.0,89.0,曇時々雨,0.3,0.0
2025-12-22,9.6,12.7,4.6,0.0,47.0,曇後晴,0.0,0.0
2025-12-23,6.4,9.8,2.4,0.0,56.0,晴後薄曇,0.3,0.0
2025-12-24,6.9,8.4,4.9,9.0,86.0,雨時々曇,0.3,0.0
2025-12-25,9.6,11.9,7.1,3.5,93.0,曇後一時雨,0.3,0.0
2025-12-26,7.3,11.3,2.4,0.5,56.0,晴,0.3,0.0
2025-12-27,3.3,6.4,1.7,0.0,45.0,曇後一時晴,0.0,0.0
2025-12-28,5.4,12.0,-0.3,0.0,53.0,快晴,0.0,0.0
2025-12-29,7.1,12.5,3.4,0.0,62.0,晴一時曇,0.0,0.0
2025-12-30,8.7,15.3,2.8,0.0,61.0,晴,0.0,0.0
2025-12-31,8.0,13.3,3.9,0.0,56.0,晴一時薄曇,0.0,0.0
