from_station_id,to_station_id,route_path,lines_used,transfer_stations,transfer_count,in_train_time_min,transfer_time_min
A01,A02,A01→A02,A,NA,0,2.8,0
A01,A03,A01→A02→A03,A,NA,0,5.2,0
A01,A04,A01→A02→A03→A04,A,NA,0,7.9,0
A01,A05,A01→A02→A03→A04→A05,A,NA,0,11.3,0
A01,A06,A01→A02→A03→A04→A05→A06,A,NA,0,13.3,0
A01,A07,A01→A02→A03→A04→A05→A06→A07,A,NA,0,16.4,0
A01,A08,A01→A02→A03→A04→A05→A06→A07→A08,A,NA,0,19.1,0
A01,A09,A01→A02→A03→A04→A05→A06→A07→A08→A09,A,NA,0,22.3,0
A01,A10,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10,A,NA,0,24.8,0
A01,A11,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→A11,A,NA,0,27.2,0
A01,A12,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→A11→A12,A,NA,0,29.4,0
A01,A13,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G09→G10→G11→A13,"A,G","A10,G11",2,31.2,12
A01,A14,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G09→G10→G11→A13→A14,"A,G","A10,G11",2,33.4,12
A01,A15,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G09→G10→G11→A13→A14→A15,"A,G","A10,G11",2,35.4,12
A01,A16,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G09→G10→G11→A13→A14→A15→A16,"A,G","A10,G11",2,37.4,12
A01,A17,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G09→G10→G11→A13→A14→A15→A16→A17,"A,G","A10,G11",2,39.4,12
A01,A18,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G09→G10→G11→A13→A14→A15→A16→A17→A18,"A,G","A10,G11",2,41.8,12
A01,A19,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G09→G10→G11→A13→A14→A15→A16→A17→A18→A19,"A,G","A10,G11",2,43.8,12
A01,A20,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G09→G10→G11→A13→A14→A15→A16→A17→A18→A19→A20,"A,G","A10,G11",2,46,12
A01,C01,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G07→G06→C07→C06→C05→C04→C03→C02→C01,"A,C,G","A10,G06",2,44.6,12
A01,C02,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G07→G06→C07→C06→C05→C04→C03→C02,"A,C,G","A10,G06",2,42.1,12
A01,C03,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G07→G06→C07→C06→C05→C04→C03,"A,C,G","A10,G06",2,39.3,12
A01,C04,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G07→G06→C07→C06→C05→C04,"A,C,G","A10,G06",2,36.9,12
A01,C05,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G07→G06→C07→C06→C05,"A,C,G","A10,G06",2,33.8,12
A01,C06,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G07→G06→C07→C06,"A,C,G","A10,G06",2,31.1,12
A01,C07,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G07→G06→C07,"A,G","A10,G06",2,28.9,12
A01,C08,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08→H07→H06→C08,"H,A,I","A08,I08,H06",3,29.9,18
A01,C09,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08→C09,"A,I","A08,I08",2,28.1,12
A01,C10,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08→C09→C10,"A,C,I","A08,I08",2,30.1,12
A01,C11,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08→I09→C11,"A,I","A08,I09",2,30.5,12
A01,C12,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08→I09→M18→M19→C12,"A,M,I","A08,I09,M19",3,32.9,18
A01,C13,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08→I09→M18→M19→C12→C13,"A,C,M,I","A08,I09,M19",3,35.7,18
A01,C14,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08→I09→M18→M19→C12→C13→C14,"A,C,M,I","A08,I09,M19",3,38.5,18
A01,C15,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08→I09→M18→M19→C12→C13→C14→C15,"A,C,M,I","A08,I09,M19",3,41,18
A01,C16,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08→I09→M18→M19→C12→C13→C14→C15→C16,"A,C,M,I","A08,I09,M19",3,43.4,18
A01,C17,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08→I09→M18→M19→C12→C13→C14→C15→C16→C17,"A,C,M,I","A08,I09,M19",3,46.9,18
A01,C18,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08→I09→M18→M19→S07→S08→H15→H16→G15→G16→H17→H18→H19→H20→H21→C18,"S,M,I,A,H,G","A08,I09,M19,S08,H16,G16,H21",7,49.3,42
A01,C19,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08→I09→M18→M19→S07→S08→H15→H16→G15→G16→H17→H18→H19→H20→H21→C18→C19,"C,S,M,I,A,H,G","A08,I09,M19,S08,H16,G16,H21",7,54.2,42
A01,C20,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08→I09→M18→M19→S07→S08→H15→H16→G15→G16→H17→H18→H19→H20→H21→C18→C19→C20,"C,S,M,I,A,H,G","A08,I09,M19,S08,H16,G16,H21",7,58.4,42
A01,E01,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G07→G06→M14→M13→M12→M11→M10→M09→M08→E01,"A,G,M","A10,G06,M08",3,42.6,18
A01,E02,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G07→G06→M14→M13→M12→M11→M10→M09→F13→F12→E02,"F,A,G,M","A10,G06,M09,F12",4,43.9,24
A01,E03,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08→I09→I10→Z07→Z06→T07→T06→E06→E05→E04→E03,"T,I,A,E,Z","A08,I10,Z06,T06",4,44.1,24
A01,E04,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08→I09→I10→Z07→Z06→T07→T06→E06→E05→E04,"T,I,A,E,Z","A08,I10,Z06,T06",4,42.2,24
A01,E05,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08→I09→I10→Z07→Z06→T07→T06→E06→E05,"T,I,A,E,Z","A08,I10,Z06,T06",4,39.7,24
A01,E06,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08→I09→I10→Z07→Z06→T07→T06→E06,"Z,T,A,I","A08,I10,Z06,T06",4,37.2,24
A01,E07,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G07→G06→M14→M13→M12→M11→E07,"A,G,M","A10,G06,M11",3,36.8,18
A01,E08,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08→I09→M18→M19→M20→M21→E08,"A,M,I","A08,I09,M21",3,37.3,18
A01,E09,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08→I09→M18→M19→S07→S08→H15→H16→E09,"S,M,I,A,H","A08,I09,M19,S08,H16",5,37.5,30
A01,E10,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08→I09→M18→M19→S07→S08→H15→H16→E09→E10,"S,M,I,A,E,H","A08,I09,M19,S08,H16",5,39.7,30
A01,E11,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G09→G10→G11→A13→A14→A15→A16→A17→E11,"A,G","A10,G11,A17",3,39.4,18
A01,E12,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G09→G10→G11→A13→A14→A15→S09→S10→S11→E13→E12,"E,A,G,S","A10,G11,A15,S11",4,42,24
A01,E13,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G09→G10→G11→A13→A14→A15→S09→S10→S11→E13,"A,G,S","A10,G11,A15,S11",4,39.5,24
A01,E14,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08→I09→Z08→Z09→Z10→Z11→E14,"Z,A,I","A08,I09,Z11",3,39,18
A01,E15,A01→A02→A03→A04→A05→A06→A07→A08→A09→E20→E19→E18→E17→E16→E15,"A,E",A09,1,35.6,6
A01,E16,A01→A02→A03→A04→A05→A06→A07→A08→A09→E20→E19→E18→E17→E16,"A,E",A09,1,32.5,6
A01,E17,A01→A02→A03→A04→A05→A06→A07→A08→A09→E20→E19→E18→E17,"A,E",A09,1,30.3,6
A01,E18,A01→A02→A03→A04→A05→A06→A07→A08→A09→E20→E19→E18,"A,E",A09,1,27.1,6
A01,E19,A01→A02→A03→A04→A05→A06→A07→A08→A09→E20→E19,"A,E",A09,1,24.7,6
A01,E20,A01→A02→A03→A04→A05→A06→A07→A08→A09→E20,A,A09,1,22.3,6
A01,E21,A01→A02→A03→A04→A05→A06→A07→A08→A09→E20→E21,"A,E",A09,1,25.3,6
A01,E22,A01→A02→A03→A04→A05→A06→A07→A08→A09→E20→E21→E22,"A,E",A09,1,27.5,6
A01,E23,A01→A02→A03→A04→A05→A06→A07→A08→A09→E20→E21→E22→E23,"A,E",A09,1,30.2,6
A01,E24,A01→A02→A03→A04→A05→A06→A07→A08→A09→E20→E21→E22→E23→E24,"A,E",A09,1,33.2,6
A01,E25,A01→A02→A03→A04→A05→A06→A07→A08→A09→E20→E21→E22→E23→E24→E25,"A,E",A09,1,36,6
A01,E26,A01→A02→A03→A04→A05→A06→A07→A08→A09→E20→E21→E22→E23→E24→E25→E26,"A,E",A09,1,39.2,6
A01,E27,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G07→G06→M14→M13→M12→M11→M10→M09→M08→E27,"A,G,M","A10,G06,M08",3,42.6,18
A01,E28,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G07→G06→M14→M13→M12→M11→M10→M09→M08→E01→E28,"E,A,G,M","A10,G06,M08",3,44.8,18
A01,E29,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G07→G06→M14→M13→M12→M11→M10→M09→M08→E01→E28→E29,"E,A,G,M","A10,G06,M08",3,47,18
A01,E30,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G07→G06→M14→M13→M12→M11→M10→M09→M08→E01→E28→E29→E30,"E,A,G,M","A10,G06,M08",3,49.8,18
A01,E31,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G07→G06→M14→M13→M12→M11→M10→M09→M08→E01→E28→E29→E30→E31,"E,A,G,M","A10,G06,M08",3,52.3,18
A01,E32,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G07→G06→M14→M13→M12→M11→M10→M09→M08→E01→E28→E29→E30→E31→E32,"E,A,G,M","A10,G06,M08",3,54.5,18
A01,E33,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G07→G06→M14→M13→M12→M11→M10→M09→M08→E01→E28→E29→E30→E31→E32→E33,"E,A,G,M","A10,G06,M08",3,57.5,18
A01,E34,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G07→G06→M14→M13→M12→M11→M10→M09→M08→E01→E28→E29→E30→E31→E32→E33→E34,"E,A,G,M","A10,G06,M08",3,60.9,18
A01,E35,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G07→G06→M14→M13→M12→M11→M10→M09→M08→E01→E28→E29→E30→E31→E32→E33→E34→E35,"E,A,G,M","A10,G06,M08",3,64.3,18
A01,E36,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G07→G06→M14→M13→M12→M11→M10→M09→M08→E01→E28→E29→E30→E31→E32→E33→E34→E35→E36,"E,A,G,M","A10,G06,M08",3,66.7,18
A01,E37,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G07→G06→M14→M13→M12→M11→M10→M09→M08→E01→E28→E29→E30→E31→E32→E33→E34→E35→E36→E37,"E,A,G,M","A10,G06,M08",3,69.9,18
A01,E38,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G07→G06→M14→M13→M12→M11→M10→M09→M08→E01→E28→E29→E30→E31→E32→E33→E34→E35→E36→E37→E38,"E,A,G,M","A10,G06,M08",3,73,18
A01,F01,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08→I09→I10→Z07→Z06→T07→T06→Y13→Y12→Y11→Y10→Y09→F09→F08→Y08→Y07→Y06→F06→F05→F04→F03→F02→F01,"T,F,I,A,Z,Y","A08,I10,Z06,T06,Y09,F08,Y06",7,73.5,42
A01,F02,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08→I09→I10→Z07→Z06→T07→T06→Y13→Y12→Y11→Y10→Y09→F09→F08→Y08→Y07→Y06→F06→F05→F04→F03→F02,"T,F,I,A,Z,Y","A08,I10,Z06,T06,Y09,F08,Y06",7,69.2,42
A01,F03,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08→I09→I10→Z07→Z06→T07→T06→Y13→Y12→Y11→Y10→Y09→F09→F08→Y08→Y07→Y06→F06→F05→F04→F03,"T,F,I,A,Z,Y","A08,I10,Z06,T06,Y09,F08,Y06",7,66.1,42
A01,F04,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08→I09→I10→Z07→Z06→T07→T06→Y13→Y12→Y11→Y10→Y09→F09→F08→Y08→Y07→Y06→F06→F05→F04,"T,F,I,A,Z,Y","A08,I10,Z06,T06,Y09,F08,Y06",7,62.4,42
A01,F05,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08→I09→I10→Z07→Z06→T07→T06→Y13→Y12→Y11→Y10→Y09→F09→F08→Y08→Y07→Y06→F06→F05,"T,F,I,A,Z,Y","A08,I10,Z06,T06,Y09,F08,Y06",7,59.3,42
A01,F06,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08→I09→I10→Z07→Z06→T07→T06→Y13→Y12→Y11→Y10→Y09→F09→F08→Y08→Y07→Y06→F06,"T,F,I,A,Z,Y","A08,I10,Z06,T06,Y09,F08,Y06",7,56.1,42
A01,F07,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08→I09→I10→Z07→Z06→T07→T06→Y13→Y12→Y11→Y10→Y09→F09→F08→F07,"T,F,I,A,Z,Y","A08,I10,Z06,T06,Y09",5,53.6,30
A01,F08,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08→I09→I10→Z07→Z06→T07→T06→Y13→Y12→Y11→Y10→Y09→F09→F08,"T,F,I,A,Z,Y","A08,I10,Z06,T06,Y09",5,51.1,30
A01,F09,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08→I09→I10→Z07→Z06→T07→T06→Y13→Y12→Y11→Y10→Y09→F09,"T,I,A,Z,Y","A08,I10,Z06,T06,Y09",5,48.7,30
A01,F10,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G07→G06→M14→M13→M12→M11→M10→M09→F13→F12→F11→F10,"F,A,G,M","A10,G06,M09",3,49.5,18
A01,F11,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G07→G06→M14→M13→M12→M11→M10→M09→F13→F12→F11,"F,A,G,M","A10,G06,M09",3,46.3,18
A01,F12,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G07→G06→M14→M13→M12→M11→M10→M09→F13→F12,"F,A,G,M","A10,G06,M09",3,43.9,18
A01,F13,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G07→G06→M14→M13→M12→M11→M10→M09→F13,"A,G,M","A10,G06,M09",3,41.2,18
A01,F14,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G07→G06→C07→C06→C05→C04→C03→F15→F14,"A,C,G,F","A10,G06,C03",3,42.1,18
A01,F15,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G07→G06→C07→C06→C05→C04→C03→F15,"A,C,G","A10,G06,C03",3,39.3,18
A01,F16,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G07→G06→C07→C06→C05→C04→G02→G01→F16,"A,C,G","A10,G06,C04,G01",4,39.9,24
A01,G01,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G07→G06→C07→C06→C05→C04→G02→G01,"A,C,G","A10,G06,C04",3,39.9,18
A01,G02,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G07→G06→C07→C06→C05→C04→G02,"A,C,G","A10,G06,C04",3,36.9,18
A01,G03,A01→A02→A03→A04→A05→A06→A07→A08→A09→E20→E21→E22→E23→E24→G04→G03,"A,G,E","A09,E24",2,35.2,12
A01,G04,A01→A02→A03→A04→A05→A06→A07→A08→A09→E20→E21→E22→E23→E24→G04,"A,E","A09,E24",2,33.2,12
A01,G05,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G07→G06→G05,"A,G",A10,1,31.3,6
A01,G06,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G07→G06,"A,G",A10,1,28.9,6
A01,G07,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G07,"A,G",A10,1,27,6
A01,G08,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08,A,A10,1,24.8,6
A01,G09,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G09,"A,G",A10,1,27.2,6
A01,G10,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G09→G10,"A,G",A10,1,29.2,6
A01,G11,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G09→G10→G11,"A,G",A10,1,31.2,6
A01,G12,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08→I09→Z08→Z09→G12,"Z,A,I","A08,I09,Z09",3,32.5,18
A01,G13,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08→I09→Z08→Z09→G12→G13,"Z,A,G,I","A08,I09,Z09",3,34.5,18
A01,G14,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08→I09→Z08→Z09→G12→G13→G14,"Z,A,G,I","A08,I09,Z09",3,37.2,18
A01,G15,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08→I09→M18→M19→S07→S08→H15→H16→G15,"S,M,I,A,H","A08,I09,M19,S08,H16",5,37.5,30
A01,G16,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08→I09→M18→M19→S07→S08→H15→H16→G15→G16,"S,M,I,A,H,G","A08,I09,M19,S08,H16",5,39.7,30
A01,G17,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08→I09→M18→M19→S07→S08→H15→H16→G15→G16→G17,"S,M,I,A,H,G","A08,I09,M19,S08,H16",5,41.7,30
A01,G18,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08→I09→M18→M19→S07→S08→H15→H16→G15→G16→G17→G18,"S,M,I,A,H,G","A08,I09,M19,S08,H16",5,43.7,30
A01,G19,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G09→G10→G11→A13→A14→A15→A16→A17→A18→G19,"A,G","A10,G11,A18",3,41.8,18
A01,H01,A01→A02→A03→A04→A05→A06→A07→A08→A09→E20→E21→E22→E23→H04→H03→H02→H01,"A,E,H","A09,E23",2,39.4,12
A01,H02,A01→A02→A03→A04→A05→A06→A07→A08→A09→E20→E21→E22→E23→H04→H03→H02,"A,E,H","A09,E23",2,36.9,12
A01,H03,A01→A02→A03→A04→A05→A06→A07→A08→A09→E20→E21→E22→E23→H04→H03,"A,E,H","A09,E23",2,33.7,12
A01,H04,A01→A02→A03→A04→A05→A06→A07→A08→A09→E20→E21→E22→E23→H04,"A,E","A09,E23",2,30.2,12
A01,H05,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08→H07→H06→H05,"H,A,I","A08,I08",2,32.1,12
A01,H06,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08→H07→H06,"H,A,I","A08,I08",2,29.9,12
A01,H07,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08→H07,"A,I","A08,I08",2,28.1,12
A01,H08,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G09→H08,"A,G","A10,G09",2,27.2,12
A01,H09,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→A11→H09,A,A11,1,27.2,6
A01,H10,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→A11→H09→H10,"A,H",A11,1,28.8,6
A01,H11,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→A11→H09→H10→H11,"A,H",A11,1,30.7,6
A01,H12,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G09→G10→G11→T10→T11→H12,"T,A,G","A10,G11,T11",3,33,18
A01,H13,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G09→G10→G11→A13→A14→H13,"A,G","A10,G11,A14",3,33.4,18
A01,H14,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G09→G10→G11→A13→A14→H13→H14,"A,G,H","A10,G11,A14",3,35.8,18
A01,H15,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08→I09→M18→M19→S07→S08→H15,"A,M,I,S","A08,I09,M19,S08",4,35.1,24
A01,H16,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08→I09→M18→M19→S07→S08→H15→H16,"S,M,I,A,H","A08,I09,M19,S08",4,37.5,24
A01,H17,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08→I09→M18→M19→S07→S08→H15→H16→G15→G16→H17,"S,M,I,A,H,G","A08,I09,M19,S08,H16,G16",6,39.7,36
A01,H18,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08→I09→M18→M19→S07→S08→H15→H16→G15→G16→H17→H18,"S,M,I,A,H,G","A08,I09,M19,S08,H16,G16",6,41.5,36
A01,H19,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08→I09→M18→M19→S07→S08→H15→H16→G15→G16→H17→H18→H19,"S,M,I,A,H,G","A08,I09,M19,S08,H16,G16",6,44.3,36
A01,H20,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08→I09→M18→M19→S07→S08→H15→H16→G15→G16→H17→H18→H19→H20,"S,M,I,A,H,G","A08,I09,M19,S08,H16,G16",6,47.1,36
A01,H21,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08→I09→M18→M19→S07→S08→H15→H16→G15→G16→H17→H18→H19→H20→H21,"S,M,I,A,H,G","A08,I09,M19,S08,H16,G16",6,49.3,36
A01,H22,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08→I09→M18→M19→S07→S08→H15→H16→G15→G16→H17→H18→H19→H20→H21→C18→H22,"S,M,I,A,H,G","A08,I09,M19,S08,H16,G16,H21,C18",8,49.3,48
A01,I01,A01→A02→A03→A04→A05→A06→A07→A08→I04→I03→N01→I01,"A,I","A08,I03,N01",3,22.6,18
A01,I02,A01→A02→A03→A04→A05→A06→A07→A08→I04→I03→N01→I02,"A,I","A08,I03,N01",3,22.6,18
A01,I03,A01→A02→A03→A04→A05→A06→A07→A08→I04→I03,"A,I",A08,1,22.6,6
A01,I04,A01→A02→A03→A04→A05→A06→A07→A08→I04,A,A08,1,19.1,6
A01,I05,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05,"A,I",A08,1,21,6
A01,I06,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06,"A,I",A08,1,23,6
A01,I07,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07,"A,I",A08,1,25.7,6
A01,I08,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08,"A,I",A08,1,28.1,6
A01,I09,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08→I09,"A,I",A08,1,30.5,6
A01,I10,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08→I09→I10,"A,I",A08,1,33.6,6
A01,I11,A01→A02→A03→A04→A05→A06→A07→A08→I04→I05→I06→I07→I08→I09→I10→I11,"A,I",A08,1,36.1,6
A01,I12,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G07→G06→M14→M13→M12→M11→E07→I12,"A,G,M","A10,G06,M11,E07",4,36.8,24
A01,I13,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G07→G06→M14→M13→M12→M11→E07→I12→I13,"A,I,G,M","A10,G06,M11,E07",4,39.9,24
A01,I14,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G07→G06→M14→M13→M12→M11→E07→I12→I13→I14,"A,I,G,M","A10,G06,M11,E07",4,42.4,24
A01,I15,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G07→G06→M14→M13→M12→M11→E07→I12→I13→I14→I15,"A,I,G,M","A10,G06,M11,E07",4,44.8,24
A01,I16,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G07→G06→M14→M13→M12→M11→E07→I12→I13→I14→I15→I16,"A,I,G,M","A10,G06,M11,E07",4,47.9,24
A01,I17,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G07→G06→M14→M13→M12→M11→E07→I12→I13→I14→I15→I16→I17,"A,I,G,M","A10,G06,M11,E07",4,50.4,24
A01,I18,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G07→G06→M14→M13→M12→M11→E07→I12→I13→I14→I15→I16→I17→I18,"A,I,G,M","A10,G06,M11,E07",4,52.8,24
A01,I19,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G07→G06→M14→M13→M12→M11→E07→I12→I13→I14→I15→I16→I17→I18→I19,"A,I,G,M","A10,G06,M11,E07",4,55.6,24
A01,I20,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G07→G06→M14→M13→M12→M11→E07→I12→I13→I14→I15→I16→I17→I18→I19→I20,"A,I,G,M","A10,G06,M11,E07",4,58,24
A01,I21,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G07→G06→M14→M13→M12→M11→E07→I12→I13→I14→I15→I16→I17→I18→I19→I20→I21,"A,I,G,M","A10,G06,M11,E07",4,60.7,24
A01,I22,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G07→G06→M14→M13→M12→M11→E07→I12→I13→I14→I15→I16→I17→I18→I19→I20→I21→I22,"A,I,G,M","A10,G06,M11,E07",4,63.1,24
A01,I23,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G07→G06→M14→M13→M12→M11→E07→I12→I13→I14→I15→I16→I17→I18→I19→I20→I21→I22→I23,"A,I,G,M","A10,G06,M11,E07",4,65.9,24
A01,I24,A01→A02→A03→A04→A05→A06→A07→A08→A09→A10→G08→G07→G06→M14→M13→M12→M11→E07→I12→I13→I14→I15→I16→I17→I18→I19→I20→I21→I22→I23→I24,"A,I,G,M","A10,G06,M11,E07",4,68.1,24
