from_station_id,to_station_id,route_path,lines_used,transfer_stations,transfer_count,in_train_time_min,transfer_time_min
F16,I01,F16→Z01→Z02→Z03→E24→E23→E22→N04→N03→N02→N01→I01,"Z,N,E","F16,Z03,E22,N01",4,20.3,24
F16,I02,F16→Z01→Z02→Z03→E24→E23→E22→N04→N03→N02→N01→I02,"Z,N,E","F16,Z03,E22,N01",4,20.3,24
F16,I03,F16→Z01→Z02→Z03→E24→E23→E22→N04→N03→N02→N01→I03,"Z,N,E","F16,Z03,E22,N01",4,20.3,24
F16,I04,F16→G01→G02→C04→C05→C06→C07→G06→G07→G08→A10→A09→A08→I04,"A,C,G","F16,G02,C07,G08,A08",5,20.8,30
F16,I05,F16→G01→G02→C04→C05→C06→C07→M14→M15→H06→H07→I08→I07→I06→I05,"C,I,M,H,G","F16,G02,C07,M15,H07",5,21.9,30
F16,I06,F16→G01→G02→C04→C05→C06→C07→M14→M15→H06→H07→I08→I07→I06,"C,I,M,H,G","F16,G02,C07,M15,H07",5,19.9,30
F16,I07,F16→G01→G02→C04→C05→C06→C07→M14→M15→H06→H07→I08→I07,"C,I,M,H,G","F16,G02,C07,M15,H07",5,17.2,30
F16,I08,F16→G01→G02→C04→C05→C06→C07→M14→M15→H06→H07→I08,"H,C,G,M","F16,G02,C07,M15,H07",5,14.8,30
F16,I09,F16→G01→G02→C04→C05→C06→C07→M14→M15→H06→H07→I08→I09,"C,I,M,H,G","F16,G02,C07,M15,H07",5,17.2,30
F16,I10,F16→F15→F14→F13→M09→M10→M11→E07→I12→I11→I10,"I,M,F","F13,M11,E07",3,17.3,18
F16,I11,F16→F15→F14→F13→M09→M10→M11→E07→I12→I11,"I,M,F","F13,M11,E07",3,14.8,18
F16,I12,F16→F15→F14→F13→M09→M10→M11→E07→I12,"M,F","F13,M11,E07",3,12.8,18
F16,I13,F16→F15→F14→F13→M09→M10→M11→E07→I12→I13,"I,M,F","F13,M11,E07",3,15.9,18
F16,I14,F16→F15→F14→F13→M09→M10→M11→E07→I12→I13→I14,"I,M,F","F13,M11,E07",3,18.4,18
F16,I15,F16→F15→F14→F13→M09→M10→M11→E07→I12→I13→I14→I15,"I,M,F","F13,M11,E07",3,20.8,18
F16,I16,F16→F15→F14→F13→M09→M10→M11→E07→I12→I13→I14→I15→I16,"I,M,F","F13,M11,E07",3,23.9,18
F16,I17,F16→F15→F14→F13→M09→M10→M11→E07→I12→I13→I14→I15→I16→I17,"I,M,F","F13,M11,E07",3,26.4,18
F16,I18,F16→F15→F14→F13→M09→M10→M11→E07→I12→I13→I14→I15→I16→I17→I18,"I,M,F","F13,M11,E07",3,28.8,18
F16,I19,F16→F15→F14→F13→M09→M10→M11→E07→I12→I13→I14→I15→I16→I17→I18→I19,"I,M,F","F13,M11,E07",3,31.6,18
F16,I20,F16→F15→F14→F13→M09→M10→M11→E07→I12→I13→I14→I15→I16→I17→I18→I19→I20,"I,M,F","F13,M11,E07",3,34,18
F16,I21,F16→F15→F14→F13→M09→M10→M11→E07→I12→I13→I14→I15→I16→I17→I18→I19→I20→I21,"I,M,F","F13,M11,E07",3,36.7,18
F16,I22,F16→F15→F14→F13→M09→M10→M11→E07→I12→I13→I14→I15→I16→I17→I18→I19→I20→I21→I22,"I,M,F","F13,M11,E07",3,39.1,18
F16,I23,F16→F15→F14→F13→M09→M10→M11→E07→I12→I13→I14→I15→I16→I17→I18→I19→I20→I21→I22→I23,"I,M,F","F13,M11,E07",3,41.9,18
F16,I24,F16→F15→F14→F13→M09→M10→M11→E07→I12→I13→I14→I15→I16→I17→I18→I19→I20→I21→I22→I23→I24,"I,M,F","F13,M11,E07",3,44.1,18
F16,I25,F16→F15→F14→F13→M09→M10→M11→E07→I12→I13→I14→I15→I16→I17→I18→I19→I20→I21→I22→I23→I24→I25,"I,M,F","F13,M11,E07",3,46.6,18
F16,I26,F16→F15→F14→F13→M09→M10→M11→E07→I12→I13→I14→I15→I16→I17→I18→I19→I20→I21→I22→I23→I24→I25→I26,"I,M,F","F13,M11,E07",3,48.6,18
F16,I27,F16→F15→F14→F13→M09→M10→M11→E07→I12→I13→I14→I15→I16→I17→I18→I19→I20→I21→I22→I23→I24→I25→I26→I27,"I,M,F","F13,M11,E07",3,50.8,18
F16,M01,F16→F15→F14→F13→M09→M08→M07→M06→M05→M04→M03→M02→M01,"M,F",F13,1,28.3,6
F16,M02,F16→F15→F14→F13→M09→M08→M07→M06→M05→M04→M03→M02,"M,F",F13,1,25.1,6
F16,M03,F16→F15→F14→F13→M09→M08→M07→M06→M05→M04→M03,"M,F",F13,1,22.3,6
F16,M04,F16→F15→F14→F13→M09→M08→M07→M06→M05→M04,"M,F",F13,1,19.9,6
F16,M05,F16→F15→F14→F13→M09→M08→M07→M06→M05,"M,F",F13,1,17.4,6
F16,M06,F16→F15→F14→F13→M09→M08→M07→M06,"M,F",F13,1,14.7,6
F16,M07,F16→F15→F14→F13→M09→M08→M07,"M,F",F13,1,12,6
F16,M08,F16→F15→F14→F13→M09→M08,"M,F",F13,1,9.8,6
F16,M09,F16→F15→F14→F13→M09,F,F13,1,8.4,6
F16,M10,F16→F15→F14→F13→M09→M10,"M,F",F13,1,10.4,6
F16,M11,F16→F15→F14→F13→M09→M10→M11,"M,F",F13,1,12.8,6
F16,M12,F16→G01→G02→G03→G04→G05→M13→M12,"G,M","F16,G05",2,13,12
F16,M13,F16→G01→G02→G03→G04→G05→M13,G,"F16,G05",2,10,12
F16,M14,F16→G01→G02→C04→C05→C06→C07→M14,"C,G","F16,G02,C07",3,11,18
F16,M15,F16→G01→G02→C04→C05→C06→C07→M14→M15,"C,G,M","F16,G02,C07",3,13,18
F16,M16,F16→G01→G02→C04→C05→C06→C07→M14→M15→M16,"C,G,M","F16,G02,C07",3,15.5,18
F16,M17,F16→G01→G02→C04→C05→C06→C07→M14→M15→H06→H07→I08→I09→M18→M17,"C,I,M,H,G","F16,G02,C07,M15,H07,I09",6,19.1,36
F16,M18,F16→G01→G02→C04→C05→C06→C07→M14→M15→H06→H07→I08→I09→M18,"C,I,M,H,G","F16,G02,C07,M15,H07,I09",6,17.2,36
F16,M19,F16→F15→F14→F13→M09→M10→M11→E07→I12→M22→M21→M20→M19,"M,F","F13,M11,E07,I12",4,19.4,24
F16,M20,F16→F15→F14→F13→M09→M10→M11→E07→I12→M22→M21→M20,"M,F","F13,M11,E07,I12",4,17.2,24
F16,M21,F16→F15→F14→F13→M09→M10→M11→E07→I12→M22→M21,"M,F","F13,M11,E07,I12",4,15,24
F16,M22,F16→F15→F14→F13→M09→M10→M11→E07→I12→M22,"M,F","F13,M11,E07,I12",4,12.8,24
F16,M23,F16→F15→F14→F13→M09→M10→M11→E07→I12→M22→M23,"M,F","F13,M11,E07,I12",4,16.5,24
F16,M24,F16→F15→F14→F13→M09→M10→M11→E07→I12→M22→M23→M24,"M,F","F13,M11,E07,I12",4,19.3,24
F16,M25,F16→F15→F14→F13→F12→F11→F10→F09→M25,F,F09,1,20.4,6
F16,Mb03,F16→F15→F14→F13→M09→M08→M07→M06→Mb05→Mb04→Mb03,"M,F",F13,1,22.6,6
F16,Mb04,F16→F15→F14→F13→M09→M08→M07→M06→Mb05→Mb04,"M,F",F13,1,19.6,6
F16,Mb05,F16→F15→F14→F13→M09→M08→M07→M06→Mb05,"M,F",F13,1,17.7,6
F16,N01,F16→Z01→Z02→Z03→E24→E23→E22→N04→N03→N02→N01,"Z,N,E","F16,Z03,E22",3,20.3,18
F16,N02,F16→Z01→Z02→Z03→E24→E23→E22→N04→N03→N02,"Z,N,E","F16,Z03,E22",3,17.3,18
F16,N03,F16→Z01→Z02→Z03→E24→E23→E22→N04→N03,"Z,N,E","F16,Z03,E22",3,14.8,18
F16,N04,F16→Z01→Z02→Z03→E24→E23→E22→N04,"Z,E","F16,Z03,E22",3,11.8,18
F16,N05,F16→G01→G02→C04→C05→C06→C07→N06→N05,"N,C,G","F16,G02,C07",3,13.4,18
F16,N06,F16→G01→G02→C04→C05→C06→C07→N06,"C,G","F16,G02,C07",3,11,18
F16,N07,F16→G01→G02→G03→G04→G05→N07,G,"F16,G05",2,10,12
F16,N08,F16→G01→G02→G03→G04→G05→N07→N08,"N,G","F16,G05",2,13,12
F16,N09,F16→G01→G02→G03→G04→G05→Y16→Y15→Y14→N09,"G,Y","F16,G05,Y14",3,14.8,18
F16,N10,F16→F15→F14→F13→M09→M10→M11→E07→E06→N10,"E,M,F","F13,M11,E06",3,15.3,18
F16,N11,F16→F15→F14→F13→M09→M10→M11→N11,"M,F","F13,M11",2,12.8,12
F16,N12,F16→F15→F14→F13→M09→M10→M11→N11→N12,"N,M,F","F13,M11",2,15.8,12
F16,N13,F16→F15→F14→F13→M09→M10→M11→N11→N12→N13,"N,M,F","F13,M11",2,18.2,12
F16,N14,F16→F15→F14→F13→M09→M10→M11→N11→N12→N13→N14,"N,M,F","F13,M11",2,21.3,12
F16,N15,F16→F15→F14→F13→M09→M10→M11→N11→N12→N13→N14→N15,"N,M,F","F13,M11",2,24.4,12
F16,N16,F16→F15→F14→F13→M09→M10→M11→N11→N12→N13→N14→N15→N16,"N,M,F","F13,M11",2,26.9,12
F16,N17,F16→F15→F14→F13→M09→M10→M11→N11→N12→N13→N14→N15→N16→N17,"N,M,F","F13,M11",2,29.7,12
F16,N18,F16→F15→F14→F13→M09→M10→M11→N11→N12→N13→N14→N15→N16→N17→N18,"N,M,F","F13,M11",2,33.1,12
F16,N19,F16→F15→F14→F13→M09→M10→M11→N11→N12→N13→N14→N15→N16→N17→N18→N19,"N,M,F","F13,M11",2,35.8,12
F16,S01,F16→F15→F14→F13→M09→M08→S01,"M,F","F13,M08",2,9.8,12
F16,S02,F16→F15→F14→F13→S02,F,F13,1,8.4,6
F16,S03,F16→F15→F14→F13→S02→S03,"F,S",F13,1,11.6,6
F16,S04,F16→G01→G02→G03→G04→G05→Y16→Y15→Y14→S04,"G,Y","F16,G05,Y14",3,14.8,18
F16,S05,F16→G01→G02→G03→G04→G05→Z04→Z05→Z06→S05,"Z,G","F16,G05,Z06",3,15.9,18
F16,S06,F16→F15→F14→F13→M09→M10→M11→E07→I12→I11→I10→S06,"I,M,F","F13,M11,E07,I10",4,17.3,24
F16,S07,F16→F15→F14→F13→M09→M10→M11→E07→I12→M22→M21→M20→M19→S07,"M,F","F13,M11,E07,I12,M19",5,19.4,30
F16,S08,F16→F15→F14→F13→M09→M10→M11→E07→E08→E09→H16→H15→S08,"E,M,F,H","F13,M11,E09,H15",4,20.1,24
F16,S09,F16→F15→F14→F13→M09→M10→M11→E07→E08→E09→H16→H15→S08→S09,"F,S,M,E,H","F13,M11,E09,H15",4,22.3,24
F16,S10,F16→F15→F14→F13→M09→M10→M11→E07→E08→E09→H16→H15→S08→S09→S10,"F,S,M,E,H","F13,M11,E09,H15",4,24.2,24
F16,S11,F16→F15→F14→F13→M09→M10→M11→E07→E08→E09→H16→H15→S08→S09→S10→S11,"F,S,M,E,H","F13,M11,E09,H15",4,26.4,24
F16,S12,F16→F15→F14→F13→M09→M10→M11→E07→E08→E09→H16→H15→S08→S09→S10→S11→S12,"F,S,M,E,H","F13,M11,E09,H15",4,28.6,24
F16,S13,F16→F15→F14→F13→M09→M10→M11→E07→E08→E09→H16→H15→S08→S09→S10→S11→S12→S13,"F,S,M,E,H","F13,M11,E09,H15",4,31,24
F16,S14,F16→F15→F14→F13→M09→M10→M11→E07→E08→E09→H16→H15→S08→S09→S10→S11→S12→S13→S14,"F,S,M,E,H","F13,M11,E09,H15",4,33.5,24
F16,S15,F16→F15→F14→F13→M09→M10→M11→E07→E08→E09→H16→H15→S08→S09→S10→S11→S12→S13→S14→S15,"F,S,M,E,H","F13,M11,E09,H15",4,35.5,24
F16,S16,F16→F15→F14→F13→M09→M10→M11→E07→E08→E09→H16→H15→S08→S09→S10→S11→S12→S13→S14→S15→S16,"F,S,M,E,H","F13,M11,E09,H15",4,38.3,24
F16,S17,F16→F15→F14→F13→M09→M10→M11→E07→E08→E09→H16→H15→S08→S09→S10→S11→S12→S13→S14→S15→S16→S17,"F,S,M,E,H","F13,M11,E09,H15",4,41.8,24
F16,S18,F16→F15→F14→F13→M09→M10→M11→E07→E08→E09→H16→H15→S08→S09→S10→S11→S12→S13→S14→S15→S16→S17→S18,"F,S,M,E,H","F13,M11,E09,H15",4,45.3,24
F16,S19,F16→F15→F14→F13→M09→M10→M11→E07→E08→E09→H16→H15→S08→S09→S10→S11→S12→S13→S14→S15→S16→S17→S18→S19,"F,S,M,E,H","F13,M11,E09,H15",4,48.8,24
F16,S20,F16→F15→F14→F13→M09→M10→M11→E07→E08→E09→H16→H15→S08→S09→S10→S11→S12→S13→S14→S15→S16→S17→S18→S19→S20,"F,S,M,E,H","F13,M11,E09,H15",4,52,24
F16,S21,F16→F15→F14→F13→M09→M10→M11→E07→E08→E09→H16→H15→S08→S09→S10→S11→S12→S13→S14→S15→S16→S17→S18→S19→S20→S21,"F,S,M,E,H","F13,M11,E09,H15",4,57.2,24
F16,T01,F16→F15→F14→F13→M09→M10→M11→E07→E06→T06→T05→T04→T03→T02→T01,"E,T,M,F","F13,M11,E06",3,32.2,18
F16,T02,F16→F15→F14→F13→M09→M10→M11→E07→E06→T06→T05→T04→T03→T02,"E,T,M,F","F13,M11,E06",3,28.2,18
F16,T03,F16→F15→F14→F13→M09→M10→M11→E07→E06→T06→T05→T04→T03,"E,T,M,F","F13,M11,E06",3,24.4,18
F16,T04,F16→F15→F14→F13→M09→M10→M11→E07→E06→T06→T05→T04,"E,T,M,F","F13,M11,E06",3,20.9,18
F16,T05,F16→F15→F14→F13→M09→M10→M11→E07→E06→T06→T05,"E,T,M,F","F13,M11,E06",3,18.1,18
F16,T06,F16→F15→F14→F13→M09→M10→M11→E07→E06→T06,"E,M,F","F13,M11,E06",3,15.3,18
F16,T07,F16→G01→G02→G03→G04→G05→Z04→Z05→Z06→T07,"Z,G","F16,G05,Z06",3,15.9,18
F16,T08,F16→G01→G02→G03→G04→G05→Z04→Z05→Z06→T07→T08,"Z,T,G","F16,G05,Z06",3,18.4,18
F16,T09,F16→G01→G02→C04→C05→C06→C07→M14→M15→M16→G09→G10→G11→T10→T09,"T,C,G,M","F16,G02,C07,M16,G11",5,21.7,30
F16,T10,F16→G01→G02→C04→C05→C06→C07→M14→M15→M16→G09→G10→G11→T10,"C,G,M","F16,G02,C07,M16,G11",5,19.5,30
F16,T11,F16→G01→G02→C04→C05→C06→C07→M14→M15→M16→G09→G10→G11→T10→T11,"T,C,G,M","F16,G02,C07,M16,G11",5,21.3,30
F16,T12,F16→G01→G02→C04→C05→C06→C07→M14→M15→H06→H07→Y18→Y19→Y20→Y21→E16→E15→T12,"C,M,E,H,G,Y","F16,G02,C07,M15,H07,Y21,E15",7,24.7,42
F16,T13,F16→G01→G02→C04→C05→C06→C07→M14→M15→H06→H07→Y18→Y19→Y20→Y21→E16→E15→T12→T13,"T,C,M,E,H,G,Y","F16,G02,C07,M15,H07,Y21,E15",7,27.4,42
F16,T14,F16→G01→G02→C04→C05→C06→C07→M14→M15→H06→H07→Y18→Y19→Y20→Y21→E16→E15→T12→T13→T14,"T,C,M,E,H,G,Y","F16,G02,C07,M15,H07,Y21,E15",7,29.8,42
F16,T15,F16→G01→G02→C04→C05→C06→C07→M14→M15→H06→H07→Y18→Y19→Y20→Y21→E16→E15→T12→T13→T14→T15,"T,C,M,E,H,G,Y","F16,G02,C07,M15,H07,Y21,E15",7,32.6,42
F16,T16,F16→G01→G02→C04→C05→C06→C07→M14→M15→H06→H07→Y18→Y19→Y20→Y21→E16→E15→T12→T13→T14→T15→T16,"T,C,M,E,H,G,Y","F16,G02,C07,M15,H07,Y21,E15",7,37.7,42
F16,T17,F16→G01→G02→C04→C05→C06→C07→M14→M15→H06→H07→Y18→Y19→Y20→Y21→E16→E15→T12→T13→T14→T15→T16→T17,"T,C,M,E,H,G,Y","F16,G02,C07,M15,H07,Y21,E15",7,40.5,42
F16,T18,F16→G01→G02→C04→C05→C06→C07→M14→M15→H06→H07→Y18→Y19→Y20→Y21→E16→E15→T12→T13→T14→T15→T16→T17→T18,"T,C,M,E,H,G,Y","F16,G02,C07,M15,H07,Y21,E15",7,44.3,42
F16,T19,F16→G01→G02→C04→C05→C06→C07→M14→M15→H06→H07→Y18→Y19→Y20→Y21→E16→E15→T12→T13→T14→T15→T16→T17→T18→T19,"T,C,M,E,H,G,Y","F16,G02,C07,M15,H07,Y21,E15",7,47.1,42
F16,T20,F16→G01→G02→C04→C05→C06→C07→M14→M15→H06→H07→Y18→Y19→Y20→Y21→E16→E15→T12→T13→T14→T15→T16→T17→T18→T19→T20,"T,C,M,E,H,G,Y","F16,G02,C07,M15,H07,Y21,E15",7,50.3,42
F16,T21,F16→G01→G02→C04→C05→C06→C07→M14→M15→H06→H07→Y18→Y19→Y20→Y21→E16→E15→T12→T13→T14→T15→T16→T17→T18→T19→T20→T21,"T,C,M,E,H,G,Y","F16,G02,C07,M15,H07,Y21,E15",7,53.3,42
F16,T22,F16→G01→G02→C04→C05→C06→C07→M14→M15→H06→H07→Y18→Y19→Y20→Y21→E16→E15→T12→T13→T14→T15→T16→T17→T18→T19→T20→T21→T22,"T,C,M,E,H,G,Y","F16,G02,C07,M15,H07,Y21,E15",7,57.5,42
F16,T23,F16→G01→G02→C04→C05→C06→C07→M14→M15→H06→H07→Y18→Y19→Y20→Y21→E16→E15→T12→T13→T14→T15→T16→T17→T18→T19→T20→T21→T22→T23,"T,C,M,E,H,G,Y","F16,G02,C07,M15,H07,Y21,E15",7,61.3,42
F16,Y01,F16→F15→F14→F13→F12→F11→F10→F09→F08→Y08→Y07→Y06→Y05→Y04→Y03→Y02→Y01,"F,Y",F08,1,45.2,6
F16,Y02,F16→F15→F14→F13→F12→F11→F10→F09→F08→Y08→Y07→Y06→Y05→Y04→Y03→Y02,"F,Y",F08,1,40.9,6
F16,Y03,F16→F15→F14→F13→F12→F11→F10→F09→F08→Y08→Y07→Y06→Y05→Y04→Y03,"F,Y",F08,1,37.8,6
F16,Y04,F16→F15→F14→F13→F12→F11→F10→F09→F08→Y08→Y07→Y06→Y05→Y04,"F,Y",F08,1,34.1,6
F16,Y05,F16→F15→F14→F13→F12→F11→F10→F09→F08→Y08→Y07→Y06→Y05,"F,Y",F08,1,31,6
F16,Y06,F16→F15→F14→F13→F12→F11→F10→F09→F08→Y08→Y07→Y06,"F,Y",F08,1,27.8,6
F16,Y07,F16→F15→F14→F13→F12→F11→F10→F09→F08→Y08→Y07,"F,Y",F08,1,25.3,6
F16,Y08,F16→F15→F14→F13→F12→F11→F10→F09→F08→Y08,F,F08,1,22.8,6
F16,Y09,F16→F15→F14→F13→F12→F11→F10→F09→Y09,F,F09,1,20.4,6
F16,Y10,F16→F15→F14→F13→F12→F11→F10→F09→Y09→Y10,"F,Y",F09,1,22.8,6
F16,Y11,F16→F15→F14→F13→M09→M10→M11→E07→E06→Y13→Y12→Y11,"E,M,F,Y","F13,M11,E06",3,21.7,18
F16,Y12,F16→F15→F14→F13→M09→M10→M11→E07→E06→Y13→Y12,"E,M,F,Y","F13,M11,E06",3,18.7,18
F16,Y13,F16→F15→F14→F13→M09→M10→M11→E07→E06→Y13,"E,M,F","F13,M11,E06",3,15.3,18
F16,Y14,F16→G01→G02→G03→G04→G05→Y16→Y15→Y14,"G,Y","F16,G05",2,14.8,12
F16,Y15,F16→G01→G02→G03→G04→G05→Y16→Y15,"G,Y","F16,G05",2,12.4,12
F16,Y16,F16→G01→G02→G03→G04→G05→Y16,G,"F16,G05",2,10,12
F16,Y17,F16→G01→G02→G03→G04→G05→Y16→Y17,"G,Y","F16,G05",2,12.4,12
F16,Y18,F16→G01→G02→C04→C05→C06→C07→M14→M15→H06→H07→Y18,"H,C,G,M","F16,G02,C07,M15,H07",5,14.8,30
F16,Y19,F16→G01→G02→C04→C05→C06→C07→M14→M15→H06→H07→Y18→Y19,"C,M,H,G,Y","F16,G02,C07,M15,H07",5,16.6,30
F16,Y20,F16→G01→G02→C04→C05→C06→C07→M14→M15→H06→H07→Y18→Y19→Y20,"C,M,H,G,Y","F16,G02,C07,M15,H07",5,18.6,30
F16,Y21,F16→G01→G02→C04→C05→C06→C07→M14→M15→H06→H07→Y18→Y19→Y20→Y21,"C,M,H,G,Y","F16,G02,C07,M15,H07",5,21.6,30
F16,Y22,F16→G01→G02→C04→C05→C06→C07→M14→M15→H06→H07→Y18→Y19→Y20→Y21→Y22,"C,M,H,G,Y","F16,G02,C07,M15,H07",5,24.7,30
F16,Y23,F16→G01→G02→C04→C05→C06→C07→M14→M15→H06→H07→Y18→Y19→Y20→Y21→Y22→Y23,"C,M,H,G,Y","F16,G02,C07,M15,H07",5,28.2,30
F16,Y24,F16→G01→G02→C04→C05→C06→C07→M14→M15→H06→H07→Y18→Y19→Y20→Y21→Y22→Y23→Y24,"C,M,H,G,Y","F16,G02,C07,M15,H07",5,31.4,30
F16,Z01,F16→Z01,,F16,1,0,6
F16,Z02,F16→Z01→Z02,Z,F16,1,3,6
F16,Z03,F16→Z01→Z02→Z03,Z,F16,1,6.1,6
F16,Z04,F16→G01→G02→G03→G04→G05→Z04,G,"F16,G05",2,10,12
F16,Z05,F16→G01→G02→G03→G04→G05→Z04→Z05,"Z,G","F16,G05",2,12.5,12
F16,Z06,F16→G01→G02→G03→G04→G05→Z04→Z05→Z06,"Z,G","F16,G05",2,15.9,12
F16,Z07,F16→F15→F14→F13→M09→M10→M11→E07→I12→I11→I10→Z07,"I,M,F","F13,M11,E07,I10",4,17.3,24
F16,Z08,F16→G01→G02→C04→C05→C06→C07→M14→M15→H06→H07→I08→I09→Z08,"C,I,M,H,G","F16,G02,C07,M15,H07,I09",6,17.2,36
F16,Z09,F16→G01→G02→C04→C05→C06→C07→M14→M15→H06→H07→I08→I09→Z08→Z09,"C,I,M,H,Z,G","F16,G02,C07,M15,H07,I09",6,19.2,36
F16,Z10,F16→G01→G02→C04→C05→C06→C07→M14→M15→H06→H07→I08→I09→Z08→Z09→Z10,"C,I,M,H,Z,G","F16,G02,C07,M15,H07,I09",6,22.2,36
F16,Z11,F16→G01→G02→C04→C05→C06→C07→M14→M15→H06→H07→I08→I09→Z08→Z09→Z10→Z11,"C,I,M,H,Z,G","F16,G02,C07,M15,H07,I09",6,25.7,36
F16,Z12,F16→F15→F14→F13→M09→M10→M11→E07→E08→E09→H16→H15→S08→S09→S10→S11→S12→S13→Z12,"F,S,M,E,H","F13,M11,E09,H15,S13",5,31,30
F16,Z13,F16→F15→F14→F13→M09→M10→M11→E07→E08→E09→E10→E11→A17→A18→A19→A20→Z14→Z13,"F,M,A,E,Z","F13,M11,E11,A20",4,32.1,24
F16,Z14,F16→F15→F14→F13→M09→M10→M11→E07→E08→E09→E10→E11→A17→A18→A19→A20→Z14,"E,A,M,F","F13,M11,E11,A20",4,29,24
G01,A01,G01→G02→C04→C05→C06→C07→G06→G07→G08→A10→A09→A08→A07→A06→A05→A04→A03→A02→A01,"A,C,G","G02,C07,G08",3,39.9,18
G01,A02,G01→G02→C04→C05→C06→C07→G06→G07→G08→A10→A09→A08→A07→A06→A05→A04→A03→A02,"A,C,G","G02,C07,G08",3,37.1,18
G01,A03,G01→G02→C04→C05→C06→C07→G06→G07→G08→A10→A09→A08→A07→A06→A05→A04→A03,"A,C,G","G02,C07,G08",3,34.7,18
G01,A04,G01→G02→C04→C05→C06→C07→G06→G07→G08→A10→A09→A08→A07→A06→A05→A04,"A,C,G","G02,C07,G08",3,32,18
G01,A05,G01→G02→C04→C05→C06→C07→G06→G07→G08→A10→A09→A08→A07→A06→A05,"A,C,G","G02,C07,G08",3,28.6,18
G01,A06,G01→G02→C04→C05→C06→C07→G06→G07→G08→A10→A09→A08→A07→A06,"A,C,G","G02,C07,G08",3,26.6,18
G01,A07,G01→G02→C04→C05→C06→C07→G06→G07→G08→A10→A09→A08→A07,"A,C,G","G02,C07,G08",3,23.5,18
G01,A08,G01→G02→C04→C05→C06→C07→G06→G07→G08→A10→A09→A08,"A,C,G","G02,C07,G08",3,20.8,18
G01,A09,G01→G02→C04→C05→C06→C07→G06→G07→G08→A10→A09,"A,C,G","G02,C07,G08",3,17.6,18
G01,A10,G01→G02→C04→C05→C06→C07→G06→G07→G08→A10,"C,G","G02,C07,G08",3,15.1,18
G01,A11,G01→G02→C04→C05→C06→C07→M14→M15→M16→H08→H09→A11,"H,C,G,M","G02,C07,M16,H09",4,17.1,24
G01,A12,G01→G02→C04→C05→C06→C07→M14→M15→M16→H08→H09→A11→A12,"C,M,A,H,G","G02,C07,M16,H09",4,19.3,24
G01,A13,G01→G02→C04→C05→C06→C07→M14→M15→M16→G09→G10→G11→A13,"C,G,M","G02,C07,M16,G11",4,19.5,24
G01,A14,G01→G02→C04→C05→C06→C07→M14→M15→M16→G09→G10→G11→A13→A14,"A,C,G,M","G02,C07,M16,G11",4,21.7,24
G01,A15,G01→F16→F15→F14→F13→M09→M10→M11→E07→E08→E09→H16→H15→S08→S09→A15,"F,S,M,E,H","G01,F13,M11,E09,H15,S09",6,22.3,36
G01,A16,G01→F16→F15→F14→F13→M09→M10→M11→E07→E08→E09→H16→H15→S08→S09→A15→A16,"F,S,M,A,E,H","G01,F13,M11,E09,H15,S09",6,24.3,36
G01,A17,G01→F16→F15→F14→F13→M09→M10→M11→E07→E08→E09→E10→E11→A17,"E,M,F","G01,F13,M11,E11",4,22.4,24
G01,A18,G01→F16→F15→F14→F13→M09→M10→M11→E07→E08→E09→E10→E11→A17→A18,"E,A,M,F","G01,F13,M11,E11",4,24.8,24
G01,A19,G01→F16→F15→F14→F13→M09→M10→M11→E07→E08→E09→E10→E11→A17→A18→A19,"E,A,M,F","G01,F13,M11,E11",4,26.8,24
G01,A20,G01→F16→F15→F14→F13→M09→M10→M11→E07→E08→E09→E10→E11→A17→A18→A19→A20,"E,A,M,F","G01,F13,M11,E11",4,29,24
G01,C01,G01→F16→F15→C03→C02→C01,"C,F","G01,F15",2,7.8,12
G01,C02,G01→F16→F15→C03→C02,"C,F","G01,F15",2,5.3,12
G01,C03,G01→F16→F15→C03,F,"G01,F15",2,2.5,12
G01,C04,G01→G02→C04,G,G02,1,3,6
G01,C05,G01→G02→C04→C05,"C,G",G02,1,6.1,6
G01,C06,G01→G02→C04→C05→C06,"C,G",G02,1,8.8,6
G01,C07,G01→G02→C04→C05→C06→C07,"C,G",G02,1,11,6
G01,C08,G01→G02→C04→C05→C06→C07→M14→M15→C08,"C,G,M","G02,C07,M15",3,13,18
G01,C09,G01→G02→C04→C05→C06→C07→M14→M15→H06→H07→C09,"H,C,G,M","G02,C07,M15,H07",4,14.8,24
G01,C10,G01→G02→C04→C05→C06→C07→M14→M15→H06→H07→C09→C10,"H,C,G,M","G02,C07,M15,H07",4,16.8,24
G01,C11,G01→G02→C04→C05→C06→C07→M14→M15→H06→H07→I08→I09→C11,"C,I,M,H,G","G02,C07,M15,H07,I09",5,17.2,30
G01,C12,G01→F16→F15→F14→F13→M09→M10→M11→E07→I12→M22→M21→M20→M19→C12,"M,F","G01,F13,M11,E07,I12,M19",6,19.4,36
G01,C13,G01→F16→F15→F14→F13→M09→M10→M11→E07→I12→M22→M21→M20→M19→C12→C13,"C,M,F","G01,F13,M11,E07,I12,M19",6,22.2,36
G01,C14,G01→F16→F15→F14→F13→M09→M10→M11→E07→I12→M22→M21→M20→M19→C12→C13→C14,"C,M,F","G01,F13,M11,E07,I12,M19",6,25,36
G01,C15,G01→F16→F15→F14→F13→M09→M10→M11→E07→I12→M22→M21→M20→M19→C12→C13→C14→C15,"C,M,F","G01,F13,M11,E07,I12,M19",6,27.5,36
