attraction_id,attraction_name,nearest_station_id,nearest_station_name,distance_to_station_m,access_walk_time_min,pressure_score
P0328,Morikazu Kumagai Art Museum,F07,Senkawa,510.5,8.5083,0.545509
P0329,Kagurazaka District,T05,Kagurazaka,70.5,1.175,0.545455
P0330,映画「天気の子」ロケ地,C16,NishiNippori,601.2,10.02,0.545041
P0331,Shiodome Sio-Site,G08,Shimbashi,355.3,5.9217,0.544946
P0332,Meiji Jingū Forest,F14,KitaSando,804.3,13.405,0.544934
P0333,Meiji Memorial Picture Gallery,Z03,AoyamaItchome,872.3,14.5383,0.544784
P0334,Ebara Hatakeyama Museum of Art,N02,Shirokanedai,622.4,10.3733,0.543961
P0335,Futaba Ranch,G16,Ueno,470.0,7.8333,0.454545
P0336,Theatre Museum,T04,Waseda,534.7,8.9117,0.543601
P0337,Waseda University Tsubouchi Memorial Theatre Museum,T04,Waseda,531.8,8.8633,0.543601
P0338,Sumida River Walk,Z10,Suitengumae,872.1,14.535,0.445455
P0339,もみじの新緑・紅葉,N02,Shirokanedai,566.4,9.44,0.454545
P0340,Ichigaya Letterpress Factory,N09,Ichigaya,546.5,9.1083,0.542909
P0341,Zoshigaya Missionary Museum,F10,Zoshigaya,533.5,8.8917,0.542355
P0342,Shin-Okuyama,G19,Asakusa,473.2,7.8867,0.418182
P0343,Barrels of Sake Wrapped in Straw,C03,MeijiJingumae,539.5,8.9917,0.542185
P0344,Yokoyama Taikan Memorial Hall,C13,Yushima,610.0,10.1667,0.542128
P0345,Wiid Flower Garden,C17,Machiya,533.9,8.8983,0.418182
P0346,Inoue Enryo Memorial Museum,N13,HonKomagome,369.6,6.16,0.541781
P0347,たいとうアートギャラリー,G17,Inaricho,249.6,4.16,0.541285
P0348,Japanese Datum of Lebeling,M14,KokkaiGijidomae,332.9,5.5483,0.540754
P0349,Le Forum – Hermès,H09,Ginza,55.6,0.9267,0.540596
P0350,The Gallery of Horyuji Treasures,C14,Nezu,768.2,12.8033,0.54048
P0351,ファームガーデン,Z14,Oshiage,461.2,7.6867,0.540429
P0352,National Archives of Japan,T08,Takebashi,343.0,5.7167,0.539452
P0353,Bunkyo Historical Museum,M21,HongoSanchome,351.5,5.8583,0.53897
P0354,Museum of Modern Japanese Literature,C01,YoyogiUehara,697.6,11.6267,0.53897
P0355,Yunth Midtown Ice Rink,C05,Nogizaka,488.9,8.1483,0.537348
P0356,Yumenoshima Tropical Greenhouse Dome,Y24,ShinKiba,667.7,11.1283,0.537021
P0357,Fujifilm Photo History Museum,H04,Roppongi,305.0,5.0833,0.536875
P0358,"Yayoi Museum,Takeshisa Yumeji Museum",C14,Nezu,338.5,5.6417,0.536875
P0359,Wood and Plywood Museum,Y24,ShinKiba,469.3,7.8217,0.536633
P0360,Rinnoji Temple,G16,Ueno,613.8,10.23,0.418182
P0361,Tokyo Origami Museum,G19,Asakusa,661.9,11.0317,0.536387
P0362,ファーブル昆虫館 「虫の詩人の館」,C15,Sendagi,597.9,9.965,0.535096
P0363,Yasuda Auditorium,C14,Nezu,534.0,8.9,0.535006
P0364,天神湯 ( てんじんゆ ),M07,NishiShinjuku,575.9,9.5983,0.454545
P0365,Wakaba Higashi Park,M12,Yotsuya,157.4,2.6233,0.534141
P0366,National Museum of Modern and Contemporary Architecture,C13,Yushima,437.2,7.2867,0.533688
P0367,Extinct Media Museum,M18,Otemachi,339.2,5.6533,0.532778
P0368,"Institute for Nature Study, National Museum of Nature and Science",N02,Shirokanedai,545.6,9.0933,0.532756
P0369,Women's Active Museum on War and Peace,T04,Waseda,591.1,9.8517,0.532141
P0370,Tagawa Suiho Norakuro Museum,Z11,KiyosumiShirakawa,401.4,6.69,0.532032
P0371,Basho Hermitage Sites Outlook Garden,Z11,KiyosumiShirakawa,558.1,9.3017,0.531363
P0372,Parco Museum Tokyo,Z01,Shibuya,322.7,5.3783,0.531017
P0373,Winter Illumination at Tokyo Midtown Garden,C05,Nogizaka,395.3,6.5883,0.530957
P0374,Little Museum of Glass Books,G19,Asakusa,446.7,7.445,0.530782
P0375,"Koishikawa Annex, Museum of Architecture, The University Museum, The University of Tokyo",M23,Myogadani,603.8,10.0633,0.530664
P0376,郷土博物館分館,M01,Ogikubo,536.0,8.9333,0.530179
P0377,Kachidoki Bridge Museum,H11,Tsukiji,553.0,9.2167,0.529806
P0378,Yoshimura Akira Memorial Museum of Literature,C17,Machiya,455.2,7.5867,0.529294
P0379,Ikenami Shōtarō Memorial Museum,H19,Iriya,581.7,9.695,0.527357
P0380,Kigumi museum,T04,Waseda,496.5,8.275,0.527209
P0381,Toshima City Local Museum,Y09,Ikebukuro,411.7,6.8617,0.526757
P0382,Span Art Gallery,G10,Kyobashi,27.9,0.465,0.525549
P0383,Samurai Museum Tokyo Ticket Centre,M07,NishiShinjuku,1017.3,16.955,0.4
P0384,NHK Studio Park,Z01,Shibuya,746.9,12.4483,0.523767
P0385,Yamatane Museum of Art,H03,HiroO,796.3,13.2717,0.523181
P0386,Sunamachi Ginza Shopping Street,T15,MinamiSunamachi,1262.0,21.0333,0.522141
P0387,Nezu Shrine Azalea Garden,N12,Todaimae,311.0,5.1833,0.521036
P0388,Izakaya Area,H16,Akihabara,894.4,14.9067,0.520487
P0389,びわ湖長浜観音ハウス,G16,Ueno,242.4,4.04,0.520461
P0390,Community Garden,N05,RoppongiItchome,289.6,4.8267,0.445455
P0391,LE DECO,G01,Shibuya,399.4,6.6567,0.518571
P0392,Ninomaru garden,T08,Takebashi,342.0,5.7,0.517449
P0393,Art Museum of the Faculty of Arts and Sciences of the University of Tokyo,C02,YoyogiKoen,1144.9,19.0817,0.4
P0394,Camellia Hill,T04,Waseda,741.4,12.3567,0.363636
P0395,Shoto Museum of Art,Z01,Shibuya,839.7,13.995,0.512574
P0396,渋谷区立松濤美術館,Z01,Shibuya,846.2,14.1033,0.512574
P0397,Japanese Folk Crafts Museum,C01,YoyogiUehara,910.2,15.17,0.510331
P0398,Kurenai Museum,G02,OmoteSando,756.8,12.6133,0.4
P0399,Tokyo Photographic Art Museum,H02,Ebisu,744.1,12.4017,0.510331
P0400,Suginami Poetry Museum,M01,Ogikubo,728.0,12.1333,0.4
P0401,Yasukuni Shrine / Yushukan Museum,Y14,Ichigaya,659.6,10.9933,0.508246
P0402,Gallery X,Z01,Shibuya,321.4,5.3567,0.508048
P0403,國學院大學博物館,G01,Shibuya,834.3,13.905,0.507791
P0404,SCAI THE BATHHOUSE,C14,Nezu,652.9,10.8817,0.507237
P0405,Former Marquis Maeda Mansion,C01,YoyogiUehara,750.2,12.5033,0.507036
P0406,Former Marquis Maeda Mansion,C01,YoyogiUehara,755.7,12.595,0.507036
P0407,Senshuen Garden,M23,Myogadani,389.8,6.4967,0.418182
P0408,Minato Local Museum,N03,ShirokaneTakanawa,1079.3,17.9883,0.4
P0409,The Artcomplex Center of Tokyo,M11,YotsuyaSanchome,409.3,6.8217,0.503622
P0410,Asukayama Park,N16,Oji,451.0,7.5167,0.503611
P0411,Eisei Bunko,Y11,Gokokuji,769.6,12.8267,0.503548
P0412,Eizaburo Kioka and Umeko Memorial Archives,M01,Ogikubo,737.3,12.2883,0.4
P0413,The Sumida Hokusai Museum,Z13,Kinshicho,1312.5,21.875,0.50123
P0414,Main Garden,M12,Yotsuya,496.5,8.275,0.501062
P0415,Meguro Museum of Art,N01,Meguro,770.9,12.8483,0.500885
P0416,Daikanyama District,H01,NakaMeguro,577.9,9.6317,0.5
P0417,Denboin Garden,G19,Asakusa,390.9,6.515,0.499773
P0418,Nekomachi Gallery,C15,Sendagi,338.6,5.6433,0.499689
P0419,Kanda Book Town,Z07,Jimbocho,96.2,1.6033,0.499174
P0420,Mt. Mikasa,C09,Hibiya,317.0,5.2833,0.390909
P0421,Thousand Torii,G05,AkasakaMitsuke,256.6,4.2767,0.497616
P0422,Arakawa Museum Of Aqua,N19,AkabaneIwabuchi,765.3,12.755,0.496394
P0423,Front Garden,M12,Yotsuya,310.0,5.1667,0.495993
P0424,Ohyama,G08,Shimbashi,1429.1,23.8183,0.363636
P0425,Kanze No Theater,Z01,Shibuya,733.3,12.2217,0.4
P0426,梅めぐり散歩道,G19,Asakusa,781.6,13.0267,0.494977
P0427,Edo History Walking Corner,N09,Ichigaya,26.9,0.4483,0.494537
P0428,Jingu Bridge,C03,MeijiJingumae,153.4,2.5567,0.493316
P0429,Logistics Museum,N02,Shirokanedai,1127.1,18.785,0.492991
P0430,Kitadani Park,Z01,Shibuya,529.2,8.82,0.49213
P0431,Adachi City Museum,C20,KitaAyase,1192.4,19.8733,0.491055
P0432,Sugamo Jizo Dori Shopping Street,N14,Komagome,1221.2,20.3533,0.49096
P0433,Sugamo Jizo Dori Shopping Street,N15,Nishigahara,1317.5,21.9583,0.49096
P0434,コボちゃん増,T05,Kagurazaka,226.6,3.7767,0.490545
P0435,Center of the Tokyo Raids and War Damage,Z12,Sumiyoshi,976.7,16.2783,0.490496
P0436,Edo Taitō Traditional Crafts Museum,G19,Asakusa,722.2,12.0367,0.490257
P0437,Toguri Museum of Art,Z01,Shibuya,776.2,12.9367,0.490014
P0438,Calligraphy Museum,H19,Iriya,858.0,14.3,0.489567
P0439,Suginami Historical Museum,Mb03,Honancho,1160.6,19.3433,0.489517
P0440,Sumo Ring,H15,Kodemmacho,1418.6,23.6433,0.489454
P0441,Koishikawa Botanical Gardens,M23,Myogadani,748.2,12.47,0.488967
P0442,小石川樹木園,M23,Myogadani,787.4,13.1233,0.488967
P0443,JGSDF Public Information Center,F01,Wakoshi,1243.2,20.72,0.487853
P0444,reload roof terrace,C01,YoyogiUehara,1133.5,18.8917,0.487583
P0445,TABATA Memorial Museum of Writers and Artists,C16,NishiNippori,968.0,16.1333,0.485701
P0446,Bunka Gakuen Costume Museum,M08,Shinjuku,845.4,14.09,0.484839
P0447,Sumida Heritage Museum,G19,Asakusa,816.8,13.6133,0.484633
P0448,Cherry Tree Area,F14,KitaSando,599.6,9.9933,0.483778
P0449,Japanese Sword Museum,G18,Tawaramachi,1271.9,21.1983,0.483593
P0450,Japanese Sword Museum,F14,KitaSando,1376.9,22.9483,0.363636
P0451,白根記念渋谷区郷土博物館,G01,Shibuya,939.3,15.655,0.483486
P0452,KAWADU Sakura cherry blossom,T13,Kiba,472.5,7.875,0.481919
P0453,Shikian,H19,Iriya,844.1,14.0683,0.480993
P0454,Nakamura Tsune Atelier Museum,T03,Takadanobaba,910.6,15.1767,0.480905
P0455,Accessory Museum,H01,NakaMeguro,1015.4,16.9233,0.48055
P0456,Sato Art Museum,M11,YotsuyaSanchome,788.9,13.1483,0.480095
P0457,Mejiro Garden,Y09,Ikebukuro,705.1,11.7517,0.479912
P0458,Junjo Shotengai,M03,ShinKoenji,940.7,15.6783,0.476237
P0459,Boutique de baguettes artisanales,Z14,Oshiage,989.7,16.495,0.4
P0460,Toshima City Tokiwaso Manga Museum,F08,Kanamecho,1499.6,24.9933,0.474924
P0461,Sekido Museum of Art,H21,MinamiSenju,995.0,16.5833,0.474618
P0462,Seiko Museum,H21,MinamiSenju,1446.7,24.1117,0.363636
P0463,Suginami Animation Museum,M01,Ogikubo,1292.4,21.54,0.472691
P0464,Sumo Museum,G18,Tawaramachi,1430.9,23.8483,0.472311
P0465,Mansei Bridge,G13,Kanda,380.1,6.335,0.471902
P0466,渋谷区ふれあい植物センター,H02,Ebisu,703.8,11.73,0.47082
P0467,Urayasu City Museum of Local History,T18,Urayasu,1390.7,23.1783,0.470623
P0468,Torii Gates,N12,Todaimae,306.8,5.1133,0.390909
P0469,Tokyo Opera City Art Gallery,M07,NishiShinjuku,1383.2,23.0533,0.469582
P0470,Itabashi Art Museum,F02,ChikatetsuNarimasu,1459.0,24.3167,0.462849
P0471,Great Kanto Earthquake Memorial Museum,G19,Asakusa,1217.4,20.29,0.460415
P0472,Shōkokan,H01,NakaMeguro,1362.4,22.7067,0.363636
P0473,Itabashi Historical Museum,F02,ChikatetsuNarimasu,1458.5,24.3083,0.454274
P0474,Yanagihara chigusaen Garden,H22,KitaSenju,949.0,15.8167,0.449719
P0475,杉並区立科学館,M01,Ogikubo,1365.7,22.7617,0.363636
P0476,Medicinal-herb garden,M23,Myogadani,803.0,13.3833,0.447778
P0477,Toyoshimaku Tokiwasō-dōri oyasumidokoro,F08,Kanamecho,1396.5,23.275,0.446898
P0478,Former Yasuda Gardens,G18,Tawaramachi,1321.4,22.0233,0.445815
P0479,Hotaru-sawa Firefly Spot,Y11,Gokokuji,755.6,12.5933,0.363636
P0480,NTT Docomo History Square,G18,Tawaramachi,1401.7,23.3617,0.441765
P0481,平成庭園・源心庵,T16,NishiKasai,792.4,13.2067,0.441447
P0482,Saeki Yuzo Atelier Museum,T02,Ochiai,1332.7,22.2117,0.44068
P0483,Kyu Shiba Rikyu Garden,G08,Shimbashi,1379.2,22.9867,0.438965
P0484,ROKUCHO MUSEUM FLORA,C20,KitaAyase,1292.9,21.5483,0.438771
P0485,Meguro River,N01,Meguro,751.3,12.5217,0.436111
P0486,常夜灯,T21,Myoden,844.8,14.08,0.432594
P0487,Clone Factory (Build a replica of yourself),H16,Akihabara,277.7,4.6283,0.418182
P0488,Multiple train tracks view,M20,Ochanomizu,134.3,2.2383,0.418182
P0489,Trainspotting,G16,Ueno,93.1,1.5517,0.418182
P0490,樹,T22,BarakiNakayama,1416.4,23.6067,0.327273
P0491,Sendaiborigawa Park West End,T14,Toyocho,867.3,14.455,0.411874
P0492,Kotokai,Z06,Kudanshita,624.6,10.41,0.390909
P0493,Tamano-no-iso,N14,Komagome,376.4,6.2733,0.390909
P0494,啓太朗,M24,ShinOtsuka,300.9,5.015,0.390909
P0495,View of Tokyo Skytree across Sumida river,G19,Asakusa,474.1,7.9017,0.382336
P0496,Gallery Piccolo,C13,Yushima,245.2,4.0867,0.381818
P0497,Mebaenoniwa,Z04,Nagatacho,249.8,4.1633,0.381818
P0498,Second Flowerbed,C09,Hibiya,245.3,4.0883,0.381818
P0499,Ginza Crossing,G09,Ginza,43.1,0.7183,0.363636
P0500,Kabukicho Ichibangai-dori Street,M08,Shinjuku,217.2,3.62,0.363636
P0501,Cherry zone,T08,Takebashi,453.4,7.5567,0.354545
P0502,Philosopher's Forest,Y10,HigashiIkebukuro,308.1,5.135,0.354545
P0503,Ginza Chuo Dori Winter Illumination,G10,Kyobashi,308.7,5.145,0.336364
P0504,HANEKAME,Z13,Kinshicho,896.5,14.9417,0.336364
P0505,Harajuku Street,F15,MeijiJingumae,395.3,6.5883,0.336364
P0506,Kabukicho,M08,Shinjuku,388.1,6.4683,0.336364
P0507,Keita Shibata Memorial Hall,N13,HonKomagome,843.6,14.06,0.336364
P0508,Stairs to Street Level,H14,Ningyocho,874.9,14.5817,0.336364
P0509,Ginza Art Gallery,G08,Shimbashi,352.9,5.8817,0.290909
P0510,Hyperlane,F09,Ikebukuro,345.5,5.7583,0.625154
P0511,Taito Station,G15,UenoHirokoji,154.0,2.5667,0.593416
P0512,Shiodome City Center Winter Illumination,G08,Shimbashi,325.1,5.4183,0.582519
P0513,Konica-Minolta Planetarium Tenku,Z14,Oshiage,248.5,4.1417,0.580137
P0514,Namjatown,Y10,HigashiIkebukuro,334.4,5.5733,0.569382
P0515,rue commerçante,M03,ShinKoenji,518.2,8.6367,0.454545
P0516,First Flowerbed,C09,Hibiya,155.9,2.5983,0.554836
P0517,イタリア街,G08,Shimbashi,699.3,11.655,0.553262
P0518,Daini Nakazato Crossing,N14,Komagome,626.0,10.4333,0.551576
P0519,Fuji Golf Driving Range,T13,Kiba,368.3,6.1383,0.551229
P0520,Taito Station,G19,Asakusa,408.3,6.805,0.550376
P0521,Shintaro Suzuki Memorial Museum,M24,ShinOtsuka,46.9,0.7817,0.55004
P0522,Metrix,H04,Roppongi,266.4,4.44,0.481818
P0523,Chuo Ward Local History Museum,H12,Hatchobori,261.5,4.3583,0.545745
P0524,KOIZUMI YAKUMO PARK LAFKADIO HEARN,F12,HigashiShinjuku,263.3,4.3883,0.544667
P0525,Mitsubishi UFJ Trust and Banking Museum,M17,Tokyo,151.8,2.53,0.544386
P0526,TOKYO VIRTUAL CIRCUIT,C06,Akasaka,288.8,4.8133,0.481818
P0527,Kume Museum of Art,N01,Meguro,243.1,4.0517,0.5398
P0528,Bicycle Culture Center,N01,Meguro,243.8,4.0633,0.53641
P0529,ちいさな動物たちのおうち,G16,Ueno,399.3,6.655,0.490909
P0530,Shitamachi Museum,G15,UenoHirokoji,276.1,4.6017,0.532076
P0531,Sugino Costume Museum,N01,Meguro,194.6,3.2433,0.532076
P0532,水琴窟,C13,Yushima,140.6,2.3433,0.481818
P0533,The History Museum of J-Koreans,N04,AzabuJuban,370.8,6.18,0.529552
P0534,Kodansha Noma Memorial Museum,Y11,Gokokuji,614.1,10.235,0.52581
P0535,Arakawa Ward Arakawa Hometown Culture Center,H21,MinamiSenju,648.7,10.8117,0.525315
P0536,荒川ふるさと文化館,H21,MinamiSenju,638.6,10.6433,0.525315
P0537,方南銀座商店街,Mb03,Honancho,43.2,0.72,0.525108
P0538,Kabutochō Kayabachō Machikado Museum,T11,Kayabacho,203.2,3.3867,0.523023
P0539,Puppet House,N10,Iidabashi,181.4,3.0233,0.523023
P0540,Museum of Health and Medicine,M21,HongoSanchome,529.3,8.8217,0.522964
P0541,Former Mikawashima Sewage Treatment Plant,C17,Machiya,624.8,10.4133,0.522767
P0542,ビオトープ浮島,C14,Nezu,588.2,9.8033,0.418182
P0543,Ishikawajima Museum,Y21,Tsukishima,578.0,9.6333,0.522163
P0544,Otomate Square,F09,Ikebukuro,425.9,7.0983,0.520654
P0545,Police Museum,G10,Kyobashi,182.1,3.035,0.481818
P0546,Toyosu Market / Tuna Auction Observation Area,Y22,Toyosu,1834.4,30.5733,0.519737
P0547,Good street photography,G13,Kanda,352.8,5.88,0.454545
P0548,Archives,F10,Zoshigaya,485.2,8.0867,0.454545
P0549,Chuo Ward Local History Museum,H11,Tsukiji,400.1,6.6683,0.518472
P0550,Japan-China Friendship Center Art Museum,T06,Iidabashi,315.1,5.2517,0.518472
P0551,旧大塚家住宅,T18,Urayasu,476.7,7.945,0.518472
P0552,旧宇田川家住宅,T18,Urayasu,473.2,7.8867,0.518472
P0553,National Printing Bureau Museum,N09,Ichigaya,676.9,11.2817,0.454545
P0554,Shinjuku Gyoen Museum,M10,ShinjukuGyoemmae,321.6,5.36,0.517671
P0555,Tokyo Cooking Class by MAIKOYA,G18,Tawaramachi,337.1,5.6183,0.517671
P0556,Miyagi Michio Memorial Museum,T05,Kagurazaka,502.6,8.3767,0.516535
P0557,Fishing Culture Museum,M11,YotsuyaSanchome,337.7,5.6283,0.516238
P0558,都市緑化植物園,T13,Kiba,436.2,7.27,0.516211
P0559,箕輪,Z14,Oshiage,370.6,6.1767,0.515934
P0560,Tsukuda Machikado Museum,Y21,Tsukishima,396.1,6.6017,0.515625
P0561,Sogetsu Art Museum,G04,AoyamaItchome,488.6,8.1433,0.514988
P0562,Diet Front Garden,M14,KokkaiGijidomae,248.3,4.1383,0.513477
P0563,Otome Road,Y10,HigashiIkebukuro,531.4,8.8567,0.512903
P0564,Edogawa Rampo Memorial Center for Popular Culture Studies,F08,Kanamecho,423.1,7.0517,0.511746
P0565,Mitsubishi Economic Research Archives,C13,Yushima,479.5,7.9917,0.510924
P0566,Ōtaguro Park Memorial Hall,M01,Ogikubo,590.7,9.845,0.510496
P0567,WILDMAGIC The Rainbow Farm,Y22,Toyosu,762.7,12.7117,0.509525
P0568,Wadatsumi no Koe Museum,M21,HongoSanchome,510.4,8.5067,0.508162
P0569,Senshu Bunko,Z06,Kudanshita,486.3,8.105,0.50765
P0570,日本浮世絵博物館 東京,G19,Asakusa,304.6,5.0767,0.50765
P0571,Place M - Red Photo Gallery,M10,ShinjukuGyoemmae,180.3,3.005,0.507628
P0572,Kameido Umeyashiki,Z13,Kinshicho,1064.3,17.7383,0.507265
P0573,Saint gobain,Z05,Hanzomon,291.8,4.8633,0.506947
P0574,おしなりくんの家,Z14,Oshiage,202.7,3.3783,0.506947
P0575,Kabukiza Gallery,H10,HigashiGinza,66.1,1.1017,0.505728
P0576,Shitamachi museum annex [Yoshidaya],C14,Nezu,648.8,10.8133,0.504803
P0577,Naruse Memorial Hall,F10,Zoshigaya,635.6,10.5933,0.504166
P0578,ブレーキ博物館,Z13,Kinshicho,620.5,10.3417,0.454545
P0579,Suga Shrine Onnazaka,M11,YotsuyaSanchome,430.9,7.1817,0.502807
P0580,Shotaro Akiyama Photo Art Museum,G02,OmoteSando,498.6,8.31,0.500518
P0581,Coaster Museum,T19,MinamiGyotoku,222.7,3.7117,0.498971
P0582,富士見台,M07,NishiShinjuku,660.9,11.015,0.496827
P0583,（株）秋華洞 Gallery Shukado,H09,Ginza,255.8,4.2633,0.496806
P0584,Kanda-myōjin Museum,G14,Suehirocho,358.5,5.975,0.494593
P0585,Tsumami Kanzashi Museum,T03,Takadanobaba,430.6,7.1767,0.494593
P0586,Waseda Sports Museum,T04,Waseda,474.0,7.9,0.494593
P0587,QUARK MUSEUM,H17,NakaOkachimachi,136.7,2.2783,0.492641
P0588,Children's Mineral Museum,F14,KitaSando,562.1,9.3683,0.491985
P0589,Kamiike Garden,Y14,Ichigaya,475.6,7.9267,0.489608
P0590,Barrels of French Bourgogne wine,C03,MeijiJingumae,542.9,9.0483,0.454545
P0591,Lotus flower,G16,Ueno,377.9,6.2983,0.454545
P0592,アークガーデン,N05,RoppongiItchome,194.5,3.2417,0.486659
P0593,Diet Front Garden,Y17,Sakuradamon,380.2,6.3367,0.486205
P0594,Gaiemmae Sta.,F14,KitaSando,719.9,11.9983,0.484283
P0595,Iris field,Z11,KiyosumiShirakawa,373.9,6.2317,0.418182
P0596,Iris field,Z11,KiyosumiShirakawa,397.5,6.625,0.418182
P0597,Amazake Yokocho,H14,Ningyocho,270.8,4.5133,0.481818
P0598,The Edible Park OTEMACHI by grow,M18,Otemachi,86.3,1.4383,0.477922
P0599,ギャザリアビオガーデン フジクラ 木場千年の森,T13,Kiba,480.9,8.015,0.477266
P0600,Museum of Byōbu,Z14,Oshiage,587.3,9.7883,0.47619
P0601,箱根マイセンアンティーク美術館東京,N02,Shirokanedai,1097.5,18.2917,0.4
P0602,Otemachi One Garden,Z08,Otemachi,303.3,5.055,0.474133
P0603,Ibasen Ukiyo-e Museum,G12,Mitsukoshimae,335.7,5.595,0.471698
P0604,Museum of Contemporary Sculpture,H01,NakaMeguro,988.3,16.4717,0.471265
P0605,Museum of modern sculpture,H01,NakaMeguro,985.1,16.4183,0.471265
P0606,Nichido Art Gallery,H09,Ginza,94.3,1.5717,0.470083
P0607,Daimyo Clock Museum,C14,Nezu,442.5,7.375,0.469953
P0608,Tenri Gallery,M19,Awajicho,440.0,7.3333,0.467072
P0609,Water wheel,T04,Waseda,767.7,12.795,0.4
P0610,コーブガーデン,H21,MinamiSenju,937.3,15.6217,0.465764
P0611,Red Gate,M21,HongoSanchome,431.7,7.195,0.465368
P0612,Gallery Shin,G17,Inaricho,401.4,6.69,0.409091
P0613,Memorial Peace Flame,H05,Kamiyacho,920.4,15.34,0.464438
P0614,ギャラリー絵夢,N14,Komagome,87.4,1.4567,0.4
P0615,みうらじろうギャラリー,H15,Kodemmacho,140.6,2.3433,0.463397
P0616,Gallery 5610,G02,OmoteSando,195.1,3.2517,0.463126
P0617,Japan Stationary Museum,H15,Kodemmacho,1151.5,19.1917,0.462281
P0618,Peony Garden,G16,Ueno,500.8,8.3467,0.418182
P0619,Gallery Hinoki,Z07,Jimbocho,210.6,3.51,0.4
P0620,Gallery Tsubaki,G10,Kyobashi,192.4,3.2067,0.460764
P0621,Akio Nagasawa Gallery,H10,HigashiGinza,174.6,2.91,0.459778
P0622,食とくらしの小さな博物館,N02,Shirokanedai,833.5,13.8917,0.459084
P0623,Hanawa Hokiichi Historical Museum,H02,Ebisu,849.6,14.16,0.458725
P0624,White Gallery Tokyo,Y19,GinzaItchome,272.5,4.5417,0.4
P0625,Chibata Etsuko Gallery,Y19,GinzaItchome,83.4,1.39,0.457596
P0626,白白庵,G03,Gaiemmae,264.2,4.4033,0.457596
P0627,Art Gallery M,G03,Gaiemmae,49.7,0.8283,0.455511
P0628,Seigetsudo Art Gallery,G09,Ginza,159.2,2.6533,0.454592
P0629,HANASAKA STAND,G10,Kyobashi,350.4,5.84,0.454545
P0630,J-World Tokyo,Y10,HigashiIkebukuro,347.1,5.785,0.454545
P0631,Japan Football Museum,M20,Ochanomizu,427.3,7.1217,0.454545
P0632,ラムダ・ロケット用ランチャ,G16,Ueno,458.2,7.6367,0.454545
P0633,Site of Ōoku,T08,Takebashi,399.0,6.65,0.453477
P0634,Toraya Gallery,G05,AkasakaMitsuke,465.0,7.75,0.453327
P0635,あかね画廊,H09,Ginza,65.9,1.0983,0.453104
P0636,EBIHARA,H16,Akihabara,197.2,3.2867,0.4
P0637,Palette Gallery,N04,AzabuJuban,216.9,3.615,0.452575
P0638,Reijinsha gallery,G12,Mitsukoshimae,238.3,3.9717,0.452575
P0639,Button Museum,H14,Ningyocho,741.9,12.365,0.452027
P0640,Sekiguchi Museum of Art,T17,Kasai,700.1,11.6683,0.452027
P0641,BANK GALLERY,F15,MeijiJingumae,229.7,3.8283,0.451459
P0642,How House East,C15,Sendagi,254.6,4.2433,0.45087
P0643,HAGUKUMI STAGE,F16,Shibuya,423.6,7.06,0.450649
P0644,はぐくみSTAGE,F16,Shibuya,423.9,7.065,0.450649
P0645,FlowerGarden,Z14,Oshiage,1052.4,17.54,0.448956
P0646,桜丘の森,G01,Shibuya,401.8,6.6967,0.448564
P0647,Gallery 蔵,C12,ShinOchanomizu,223.8,3.73,0.447535
P0648,Kuroda Memorial Hall,C14,Nezu,705.0,11.75,0.447535
P0649,Shimizu Corporation Historical Museum,T14,Toyocho,1111.9,18.5317,0.447535
P0650,ないものわない,H19,Iriya,989.4,16.49,0.4
P0651,トライアンフギャラリー,G11,Nihombashi,166.3,2.7717,0.445128
P0652,創画廊,H10,HigashiGinza,213.1,3.5517,0.445128
P0653,Mussshino Academia Musicae Musical Instrument Museum,F06,KotakeMukaihara,708.7,11.8117,0.442282
P0654,Uni Art Gallery,G12,Mitsukoshimae,276.9,4.615,0.442282
P0655,太平洋美術会,C16,NishiNippori,186.2,3.1033,0.442282
P0656,Ebisu-dō Gallery,Z07,Jimbocho,83.7,1.395,0.437439
P0657,Otho Gallery,H15,Kodemmacho,149.3,2.4883,0.437439
P0658,アート☆アイガ,H12,Hatchobori,102.6,1.71,0.437439
P0659,エビス・ギャラリーコウゲツ,H02,Ebisu,228.1,3.8017,0.437439
P0660,銀座ワン,Y19,GinzaItchome,205.5,3.425,0.437439
P0661,spaceyui,G03,Gaiemmae,398.9,6.6483,0.436391
P0662,Koichi yamamura gallery,N04,AzabuJuban,294.9,4.915,0.435951
P0663,おろちの松,N01,Meguro,717.4,11.9567,0.435951
P0664,K's Green Gallery,C14,Nezu,681.8,11.3633,0.372727
P0665,FUKAGAWA BANSHO GALLERY,Z11,KiyosumiShirakawa,574.4,9.5733,0.434419
P0666,Art Front Gallery,H01,NakaMeguro,433.6,7.2267,0.433807
P0667,UNICEF House,N02,Shirokanedai,1272.9,21.215,0.433001
P0668,Antique Life,C01,YoyogiUehara,1248.1,20.8017,0.432816
P0669,Gallery KUNIMATSU aoyama,G04,AoyamaItchome,296.0,4.9333,0.432467
P0670,RED AND BLUE GALLERY,Y20,Shintomicho,252.8,4.2133,0.430382
P0671,アートギャラリー 石,Y19,GinzaItchome,205.7,3.4283,0.430382
P0672,鈴画廊,Y19,GinzaItchome,198.5,3.3083,0.430382
P0673,Odaiba / Tokyo Joypolis and DECKS Area,Y22,Toyosu,3485.4,58.09,0.430377
